"tollgate_id","time_window","direction","vehicle_type1","start_month","start_day","start_hour","start_minute"
"3","[2016-09-26 14:00:00,2016-09-26 14:20:00)","1","27","9","26","14","0"
"3","[2016-09-26 14:20:00,2016-09-26 14:40:00)","1","18","9","26","14","20"
"1","[2016-09-26 14:20:00,2016-09-26 14:40:00)","1","34","9","26","14","20"
"3","[2016-09-26 14:40:00,2016-09-26 15:00:00)","1","18","9","26","14","40"
"1","[2016-09-26 14:40:00,2016-09-26 15:00:00)","1","27","9","26","14","40"
"1","[2016-09-26 15:00:00,2016-09-26 15:20:00)","1","28","9","26","15","0"
"3","[2016-09-26 15:00:00,2016-09-26 15:20:00)","1","17","9","26","15","0"
"3","[2016-09-26 15:20:00,2016-09-26 15:40:00)","1","14","9","26","15","20"
"1","[2016-09-26 15:20:00,2016-09-26 15:40:00)","1","32","9","26","15","20"
"1","[2016-09-26 15:40:00,2016-09-26 16:00:00)","1","24","9","26","15","40"
"3","[2016-09-26 15:40:00,2016-09-26 16:00:00)","1","18","9","26","15","40"
"3","[2016-09-26 16:00:00,2016-09-26 16:20:00)","1","9","9","26","16","0"
"1","[2016-09-26 16:00:00,2016-09-26 16:20:00)","1","15","9","26","16","0"
"3","[2016-09-26 16:20:00,2016-09-26 16:40:00)","1","8","9","26","16","20"
"1","[2016-09-26 16:20:00,2016-09-26 16:40:00)","1","29","9","26","16","20"
"1","[2016-09-26 16:40:00,2016-09-26 17:00:00)","1","21","9","26","16","40"
"3","[2016-09-26 16:40:00,2016-09-26 17:00:00)","1","8","9","26","16","40"
"3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1","10","9","26","17","0"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1","12","9","26","17","0"
"3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1","12","9","26","17","20"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1","20","9","26","17","20"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1","12","9","26","17","40"
"3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1","6","9","26","17","40"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1","18","9","26","18","0"
"3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1","10","9","26","18","0"
"3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1","6","9","26","18","20"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1","12","9","26","18","20"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1","11","9","26","18","40"
"3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1","9","9","26","18","40"
"1","[2016-09-26 19:00:00,2016-09-26 19:20:00)","1","15","9","26","19","0"
"3","[2016-09-26 19:00:00,2016-09-26 19:20:00)","1","12","9","26","19","0"
"3","[2016-09-26 19:20:00,2016-09-26 19:40:00)","1","10","9","26","19","20"
"1","[2016-09-26 19:20:00,2016-09-26 19:40:00)","1","15","9","26","19","20"
"1","[2016-09-26 19:40:00,2016-09-26 20:00:00)","1","13","9","26","19","40"
"3","[2016-09-26 19:40:00,2016-09-26 20:00:00)","1","5","9","26","19","40"
"1","[2016-09-26 20:00:00,2016-09-26 20:20:00)","1","6","9","26","20","0"
"3","[2016-09-26 20:00:00,2016-09-26 20:20:00)","1","3","9","26","20","0"
"3","[2016-09-26 20:20:00,2016-09-26 20:40:00)","1","8","9","26","20","20"
"1","[2016-09-26 20:20:00,2016-09-26 20:40:00)","1","10","9","26","20","20"
"1","[2016-09-26 20:40:00,2016-09-26 21:00:00)","1","6","9","26","20","40"
"3","[2016-09-26 20:40:00,2016-09-26 21:00:00)","1","2","9","26","20","40"
"1","[2016-09-26 21:00:00,2016-09-26 21:20:00)","1","7","9","26","21","0"
"3","[2016-09-26 21:00:00,2016-09-26 21:20:00)","1","6","9","26","21","0"
"1","[2016-09-26 21:20:00,2016-09-26 21:40:00)","1","6","9","26","21","20"
"3","[2016-09-26 21:20:00,2016-09-26 21:40:00)","1","6","9","26","21","20"
"3","[2016-09-26 21:40:00,2016-09-26 22:00:00)","1","6","9","26","21","40"
"1","[2016-09-26 21:40:00,2016-09-26 22:00:00)","1","7","9","26","21","40"
"3","[2016-09-26 22:00:00,2016-09-26 22:20:00)","1","1","9","26","22","0"
"1","[2016-09-26 22:00:00,2016-09-26 22:20:00)","1","3","9","26","22","0"
"1","[2016-09-26 22:20:00,2016-09-26 22:40:00)","1","7","9","26","22","20"
"3","[2016-09-26 22:20:00,2016-09-26 22:40:00)","1","7","9","26","22","20"
"3","[2016-09-26 22:40:00,2016-09-26 23:00:00)","1","3","9","26","22","40"
"1","[2016-09-26 22:40:00,2016-09-26 23:00:00)","1","6","9","26","22","40"
"1","[2016-09-26 23:00:00,2016-09-26 23:20:00)","1","6","9","26","23","0"
"3","[2016-09-26 23:00:00,2016-09-26 23:20:00)","1","5","9","26","23","0"
"1","[2016-09-26 23:20:00,2016-09-26 23:40:00)","1","5","9","26","23","20"
"3","[2016-09-26 23:20:00,2016-09-26 23:40:00)","1","1","9","26","23","20"
"3","[2016-09-26 23:40:00,2016-09-27 00:00:00)","1","1","9","26","23","40"
"1","[2016-09-26 23:40:00,2016-09-27 00:00:00)","1","8","9","26","23","40"
"3","[2016-09-27 00:00:00,2016-09-27 00:20:00)","1","25","9","27","0","0"
"1","[2016-09-27 00:00:00,2016-09-27 00:20:00)","1","35","9","27","0","0"
"3","[2016-09-27 00:20:00,2016-09-27 00:40:00)","1","14","9","27","0","20"
"1","[2016-09-27 00:20:00,2016-09-27 00:40:00)","1","30","9","27","0","20"
"1","[2016-09-27 00:40:00,2016-09-27 01:00:00)","1","10","9","27","0","40"
"3","[2016-09-27 00:40:00,2016-09-27 01:00:00)","1","8","9","27","0","40"
"3","[2016-09-27 01:00:00,2016-09-27 01:20:00)","1","2","9","27","1","0"
"1","[2016-09-27 01:00:00,2016-09-27 01:20:00)","1","2","9","27","1","0"
"1","[2016-09-27 01:20:00,2016-09-27 01:40:00)","1","4","9","27","1","20"
"3","[2016-09-27 01:40:00,2016-09-27 02:00:00)","1","3","9","27","1","40"
"1","[2016-09-27 01:40:00,2016-09-27 02:00:00)","1","1","9","27","1","40"
"1","[2016-09-27 02:00:00,2016-09-27 02:20:00)","1","4","9","27","2","0"
"3","[2016-09-27 02:00:00,2016-09-27 02:20:00)","1","4","9","27","2","0"
"3","[2016-09-27 02:20:00,2016-09-27 02:40:00)","1","2","9","27","2","20"
"1","[2016-09-27 02:20:00,2016-09-27 02:40:00)","1","4","9","27","2","20"
"3","[2016-09-27 02:40:00,2016-09-27 03:00:00)","1","2","9","27","2","40"
"1","[2016-09-27 02:40:00,2016-09-27 03:00:00)","1","7","9","27","2","40"
"1","[2016-09-27 03:00:00,2016-09-27 03:20:00)","1","7","9","27","3","0"
"3","[2016-09-27 03:00:00,2016-09-27 03:20:00)","1","3","9","27","3","0"
"1","[2016-09-27 03:20:00,2016-09-27 03:40:00)","1","6","9","27","3","20"
"3","[2016-09-27 03:20:00,2016-09-27 03:40:00)","1","1","9","27","3","20"
"1","[2016-09-27 03:40:00,2016-09-27 04:00:00)","1","10","9","27","3","40"
"3","[2016-09-27 03:40:00,2016-09-27 04:00:00)","1","4","9","27","3","40"
"3","[2016-09-27 04:00:00,2016-09-27 04:20:00)","1","3","9","27","4","0"
"1","[2016-09-27 04:00:00,2016-09-27 04:20:00)","1","13","9","27","4","0"
"1","[2016-09-27 04:20:00,2016-09-27 04:40:00)","1","13","9","27","4","20"
"1","[2016-09-27 04:40:00,2016-09-27 05:00:00)","1","11","9","27","4","40"
"3","[2016-09-27 04:40:00,2016-09-27 05:00:00)","1","4","9","27","4","40"
"1","[2016-09-27 05:00:00,2016-09-27 05:20:00)","1","13","9","27","5","0"
"3","[2016-09-27 05:00:00,2016-09-27 05:20:00)","1","9","9","27","5","0"
"1","[2016-09-27 05:20:00,2016-09-27 05:40:00)","1","21","9","27","5","20"
"3","[2016-09-27 05:20:00,2016-09-27 05:40:00)","1","4","9","27","5","20"
"1","[2016-09-27 05:40:00,2016-09-27 06:00:00)","1","22","9","27","5","40"
"3","[2016-09-27 05:40:00,2016-09-27 06:00:00)","1","10","9","27","5","40"
"1","[2016-09-27 06:00:00,2016-09-27 06:20:00)","1","26","9","27","6","0"
"3","[2016-09-27 06:00:00,2016-09-27 06:20:00)","1","10","9","27","6","0"
"1","[2016-09-27 06:20:00,2016-09-27 06:40:00)","1","28","9","27","6","20"
"3","[2016-09-27 06:20:00,2016-09-27 06:40:00)","1","23","9","27","6","20"
"1","[2016-09-27 06:40:00,2016-09-27 07:00:00)","1","41","9","27","6","40"
"3","[2016-09-27 06:40:00,2016-09-27 07:00:00)","1","13","9","27","6","40"
"1","[2016-09-27 07:00:00,2016-09-27 07:20:00)","1","24","9","27","7","0"
"3","[2016-09-27 07:00:00,2016-09-27 07:20:00)","1","24","9","27","7","0"
"3","[2016-09-27 07:20:00,2016-09-27 07:40:00)","1","14","9","27","7","20"
"1","[2016-09-27 07:20:00,2016-09-27 07:40:00)","1","26","9","27","7","20"
"1","[2016-09-27 07:40:00,2016-09-27 08:00:00)","1","26","9","27","7","40"
"3","[2016-09-27 07:40:00,2016-09-27 08:00:00)","1","12","9","27","7","40"
"1","[2016-09-27 08:00:00,2016-09-27 08:20:00)","1","23","9","27","8","0"
"3","[2016-09-27 08:00:00,2016-09-27 08:20:00)","1","11","9","27","8","0"
"3","[2016-09-27 08:20:00,2016-09-27 08:40:00)","1","15","9","27","8","20"
"1","[2016-09-27 08:20:00,2016-09-27 08:40:00)","1","12","9","27","8","20"
"1","[2016-09-27 08:40:00,2016-09-27 09:00:00)","1","20","9","27","8","40"
"3","[2016-09-27 08:40:00,2016-09-27 09:00:00)","1","14","9","27","8","40"
"1","[2016-09-27 09:00:00,2016-09-27 09:20:00)","1","35","9","27","9","0"
"3","[2016-09-27 09:00:00,2016-09-27 09:20:00)","1","21","9","27","9","0"
"1","[2016-09-27 09:20:00,2016-09-27 09:40:00)","1","17","9","27","9","20"
"3","[2016-09-27 09:20:00,2016-09-27 09:40:00)","1","19","9","27","9","20"
"3","[2016-09-27 09:40:00,2016-09-27 10:00:00)","1","13","9","27","9","40"
"1","[2016-09-27 09:40:00,2016-09-27 10:00:00)","1","20","9","27","9","40"
"3","[2016-09-27 10:00:00,2016-09-27 10:20:00)","1","9","9","27","10","0"
"1","[2016-09-27 10:00:00,2016-09-27 10:20:00)","1","18","9","27","10","0"
"3","[2016-09-27 10:20:00,2016-09-27 10:40:00)","1","15","9","27","10","20"
"1","[2016-09-27 10:20:00,2016-09-27 10:40:00)","1","34","9","27","10","20"
"1","[2016-09-27 10:40:00,2016-09-27 11:00:00)","1","36","9","27","10","40"
"3","[2016-09-27 10:40:00,2016-09-27 11:00:00)","1","18","9","27","10","40"
"1","[2016-09-27 11:00:00,2016-09-27 11:20:00)","1","24","9","27","11","0"
"3","[2016-09-27 11:00:00,2016-09-27 11:20:00)","1","13","9","27","11","0"
"1","[2016-09-27 11:20:00,2016-09-27 11:40:00)","1","31","9","27","11","20"
"3","[2016-09-27 11:20:00,2016-09-27 11:40:00)","1","10","9","27","11","20"
"1","[2016-09-27 11:40:00,2016-09-27 12:00:00)","1","25","9","27","11","40"
"3","[2016-09-27 11:40:00,2016-09-27 12:00:00)","1","18","9","27","11","40"
"1","[2016-09-27 12:00:00,2016-09-27 12:20:00)","1","27","9","27","12","0"
"3","[2016-09-27 12:00:00,2016-09-27 12:20:00)","1","28","9","27","12","0"
"3","[2016-09-27 12:20:00,2016-09-27 12:40:00)","1","18","9","27","12","20"
"1","[2016-09-27 12:20:00,2016-09-27 12:40:00)","1","28","9","27","12","20"
"1","[2016-09-27 12:40:00,2016-09-27 13:00:00)","1","22","9","27","12","40"
"3","[2016-09-27 12:40:00,2016-09-27 13:00:00)","1","12","9","27","12","40"
"3","[2016-09-27 13:00:00,2016-09-27 13:20:00)","1","18","9","27","13","0"
"1","[2016-09-27 13:00:00,2016-09-27 13:20:00)","1","25","9","27","13","0"
"3","[2016-09-27 13:20:00,2016-09-27 13:40:00)","1","21","9","27","13","20"
"1","[2016-09-27 13:20:00,2016-09-27 13:40:00)","1","27","9","27","13","20"
"1","[2016-09-27 13:40:00,2016-09-27 14:00:00)","1","31","9","27","13","40"
"3","[2016-09-27 13:40:00,2016-09-27 14:00:00)","1","15","9","27","13","40"
"1","[2016-09-27 14:00:00,2016-09-27 14:20:00)","1","28","9","27","14","0"
"3","[2016-09-27 14:00:00,2016-09-27 14:20:00)","1","12","9","27","14","0"
"3","[2016-09-27 14:20:00,2016-09-27 14:40:00)","1","15","9","27","14","20"
"1","[2016-09-27 14:20:00,2016-09-27 14:40:00)","1","26","9","27","14","20"
"3","[2016-09-27 14:40:00,2016-09-27 15:00:00)","1","18","9","27","14","40"
"1","[2016-09-27 14:40:00,2016-09-27 15:00:00)","1","34","9","27","14","40"
"3","[2016-09-27 15:00:00,2016-09-27 15:20:00)","1","8","9","27","15","0"
"1","[2016-09-27 15:00:00,2016-09-27 15:20:00)","1","40","9","27","15","0"
"1","[2016-09-27 15:20:00,2016-09-27 15:40:00)","1","23","9","27","15","20"
"3","[2016-09-27 15:20:00,2016-09-27 15:40:00)","1","15","9","27","15","20"
"1","[2016-09-27 15:40:00,2016-09-27 16:00:00)","1","33","9","27","15","40"
"3","[2016-09-27 15:40:00,2016-09-27 16:00:00)","1","7","9","27","15","40"
"1","[2016-09-27 16:00:00,2016-09-27 16:20:00)","1","16","9","27","16","0"
"3","[2016-09-27 16:00:00,2016-09-27 16:20:00)","1","5","9","27","16","0"
"1","[2016-09-27 16:20:00,2016-09-27 16:40:00)","1","18","9","27","16","20"
"3","[2016-09-27 16:20:00,2016-09-27 16:40:00)","1","9","9","27","16","20"
"1","[2016-09-27 16:40:00,2016-09-27 17:00:00)","1","26","9","27","16","40"
"3","[2016-09-27 16:40:00,2016-09-27 17:00:00)","1","10","9","27","16","40"
"1","[2016-09-27 17:00:00,2016-09-27 17:20:00)","1","18","9","27","17","0"
"3","[2016-09-27 17:00:00,2016-09-27 17:20:00)","1","7","9","27","17","0"
"1","[2016-09-27 17:20:00,2016-09-27 17:40:00)","1","15","9","27","17","20"
"3","[2016-09-27 17:20:00,2016-09-27 17:40:00)","1","7","9","27","17","20"
"3","[2016-09-27 17:40:00,2016-09-27 18:00:00)","1","12","9","27","17","40"
"1","[2016-09-27 17:40:00,2016-09-27 18:00:00)","1","15","9","27","17","40"
"3","[2016-09-27 18:00:00,2016-09-27 18:20:00)","1","13","9","27","18","0"
"1","[2016-09-27 18:00:00,2016-09-27 18:20:00)","1","6","9","27","18","0"
"1","[2016-09-27 18:20:00,2016-09-27 18:40:00)","1","12","9","27","18","20"
"3","[2016-09-27 18:20:00,2016-09-27 18:40:00)","1","7","9","27","18","20"
"1","[2016-09-27 18:40:00,2016-09-27 19:00:00)","1","10","9","27","18","40"
"3","[2016-09-27 18:40:00,2016-09-27 19:00:00)","1","8","9","27","18","40"
"3","[2016-09-27 19:00:00,2016-09-27 19:20:00)","1","7","9","27","19","0"
"1","[2016-09-27 19:00:00,2016-09-27 19:20:00)","1","8","9","27","19","0"
"3","[2016-09-27 19:20:00,2016-09-27 19:40:00)","1","5","9","27","19","20"
"1","[2016-09-27 19:20:00,2016-09-27 19:40:00)","1","6","9","27","19","20"
"1","[2016-09-27 19:40:00,2016-09-27 20:00:00)","1","13","9","27","19","40"
"3","[2016-09-27 19:40:00,2016-09-27 20:00:00)","1","6","9","27","19","40"
"3","[2016-09-27 20:00:00,2016-09-27 20:20:00)","1","7","9","27","20","0"
"1","[2016-09-27 20:00:00,2016-09-27 20:20:00)","1","18","9","27","20","0"
"3","[2016-09-27 20:20:00,2016-09-27 20:40:00)","1","6","9","27","20","20"
"1","[2016-09-27 20:20:00,2016-09-27 20:40:00)","1","8","9","27","20","20"
"3","[2016-09-27 20:40:00,2016-09-27 21:00:00)","1","6","9","27","20","40"
"1","[2016-09-27 20:40:00,2016-09-27 21:00:00)","1","16","9","27","20","40"
"1","[2016-09-27 21:00:00,2016-09-27 21:20:00)","1","5","9","27","21","0"
"3","[2016-09-27 21:00:00,2016-09-27 21:20:00)","1","5","9","27","21","0"
"3","[2016-09-27 21:20:00,2016-09-27 21:40:00)","1","3","9","27","21","20"
"1","[2016-09-27 21:20:00,2016-09-27 21:40:00)","1","5","9","27","21","20"
"3","[2016-09-27 21:40:00,2016-09-27 22:00:00)","1","6","9","27","21","40"
"1","[2016-09-27 21:40:00,2016-09-27 22:00:00)","1","8","9","27","21","40"
"1","[2016-09-27 22:00:00,2016-09-27 22:20:00)","1","8","9","27","22","0"
"3","[2016-09-27 22:00:00,2016-09-27 22:20:00)","1","4","9","27","22","0"
"1","[2016-09-27 22:20:00,2016-09-27 22:40:00)","1","2","9","27","22","20"
"3","[2016-09-27 22:20:00,2016-09-27 22:40:00)","1","6","9","27","22","20"
"1","[2016-09-27 22:40:00,2016-09-27 23:00:00)","1","7","9","27","22","40"
"3","[2016-09-27 22:40:00,2016-09-27 23:00:00)","1","2","9","27","22","40"
"1","[2016-09-27 23:00:00,2016-09-27 23:20:00)","1","4","9","27","23","0"
"3","[2016-09-27 23:00:00,2016-09-27 23:20:00)","1","6","9","27","23","0"
"1","[2016-09-27 23:20:00,2016-09-27 23:40:00)","1","9","9","27","23","20"
"3","[2016-09-27 23:20:00,2016-09-27 23:40:00)","1","2","9","27","23","20"
"1","[2016-09-27 23:40:00,2016-09-28 00:00:00)","1","7","9","27","23","40"
"3","[2016-09-27 23:40:00,2016-09-28 00:00:00)","1","3","9","27","23","40"
"3","[2016-09-28 00:00:00,2016-09-28 00:20:00)","1","35","9","28","0","0"
"1","[2016-09-28 00:00:00,2016-09-28 00:20:00)","1","36","9","28","0","0"
"3","[2016-09-28 00:20:00,2016-09-28 00:40:00)","1","14","9","28","0","20"
"1","[2016-09-28 00:20:00,2016-09-28 00:40:00)","1","19","9","28","0","20"
"3","[2016-09-28 00:40:00,2016-09-28 01:00:00)","1","15","9","28","0","40"
"1","[2016-09-28 00:40:00,2016-09-28 01:00:00)","1","13","9","28","0","40"
"3","[2016-09-28 01:00:00,2016-09-28 01:20:00)","1","3","9","28","1","0"
"1","[2016-09-28 01:00:00,2016-09-28 01:20:00)","1","2","9","28","1","0"
"3","[2016-09-28 01:20:00,2016-09-28 01:40:00)","1","1","9","28","1","20"
"1","[2016-09-28 01:20:00,2016-09-28 01:40:00)","1","3","9","28","1","20"
"3","[2016-09-28 01:40:00,2016-09-28 02:00:00)","1","1","9","28","1","40"
"1","[2016-09-28 01:40:00,2016-09-28 02:00:00)","1","6","9","28","1","40"
"3","[2016-09-28 02:00:00,2016-09-28 02:20:00)","1","4","9","28","2","0"
"1","[2016-09-28 02:00:00,2016-09-28 02:20:00)","1","7","9","28","2","0"
"3","[2016-09-28 02:20:00,2016-09-28 02:40:00)","1","3","9","28","2","20"
"1","[2016-09-28 02:20:00,2016-09-28 02:40:00)","1","7","9","28","2","20"
"1","[2016-09-28 02:40:00,2016-09-28 03:00:00)","1","9","9","28","2","40"
"3","[2016-09-28 02:40:00,2016-09-28 03:00:00)","1","7","9","28","2","40"
"1","[2016-09-28 03:00:00,2016-09-28 03:20:00)","1","4","9","28","3","0"
"3","[2016-09-28 03:00:00,2016-09-28 03:20:00)","1","2","9","28","3","0"
"1","[2016-09-28 03:20:00,2016-09-28 03:40:00)","1","9","9","28","3","20"
"3","[2016-09-28 03:20:00,2016-09-28 03:40:00)","1","4","9","28","3","20"
"3","[2016-09-28 03:40:00,2016-09-28 04:00:00)","1","3","9","28","3","40"
"1","[2016-09-28 03:40:00,2016-09-28 04:00:00)","1","12","9","28","3","40"
"1","[2016-09-28 04:00:00,2016-09-28 04:20:00)","1","13","9","28","4","0"
"3","[2016-09-28 04:00:00,2016-09-28 04:20:00)","1","7","9","28","4","0"
"1","[2016-09-28 04:20:00,2016-09-28 04:40:00)","1","11","9","28","4","20"
"3","[2016-09-28 04:20:00,2016-09-28 04:40:00)","1","3","9","28","4","20"
"3","[2016-09-28 04:40:00,2016-09-28 05:00:00)","1","8","9","28","4","40"
"1","[2016-09-28 04:40:00,2016-09-28 05:00:00)","1","9","9","28","4","40"
"3","[2016-09-28 05:00:00,2016-09-28 05:20:00)","1","6","9","28","5","0"
"1","[2016-09-28 05:00:00,2016-09-28 05:20:00)","1","14","9","28","5","0"
"3","[2016-09-28 05:20:00,2016-09-28 05:40:00)","1","7","9","28","5","20"
"1","[2016-09-28 05:20:00,2016-09-28 05:40:00)","1","23","9","28","5","20"
"3","[2016-09-28 05:40:00,2016-09-28 06:00:00)","1","11","9","28","5","40"
"1","[2016-09-28 05:40:00,2016-09-28 06:00:00)","1","16","9","28","5","40"
"1","[2016-09-28 06:00:00,2016-09-28 06:20:00)","1","20","9","28","6","0"
"3","[2016-09-28 06:00:00,2016-09-28 06:20:00)","1","16","9","28","6","0"
"1","[2016-09-28 06:20:00,2016-09-28 06:40:00)","1","39","9","28","6","20"
"3","[2016-09-28 06:20:00,2016-09-28 06:40:00)","1","17","9","28","6","20"
"1","[2016-09-28 06:40:00,2016-09-28 07:00:00)","1","22","9","28","6","40"
"3","[2016-09-28 06:40:00,2016-09-28 07:00:00)","1","12","9","28","6","40"
"3","[2016-09-28 07:00:00,2016-09-28 07:20:00)","1","16","9","28","7","0"
"1","[2016-09-28 07:00:00,2016-09-28 07:20:00)","1","30","9","28","7","0"
"3","[2016-09-28 07:20:00,2016-09-28 07:40:00)","1","6","9","28","7","20"
"1","[2016-09-28 07:20:00,2016-09-28 07:40:00)","1","14","9","28","7","20"
"1","[2016-09-28 07:40:00,2016-09-28 08:00:00)","1","25","9","28","7","40"
"3","[2016-09-28 07:40:00,2016-09-28 08:00:00)","1","16","9","28","7","40"
"3","[2016-09-28 08:00:00,2016-09-28 08:20:00)","1","14","9","28","8","0"
"1","[2016-09-28 08:00:00,2016-09-28 08:20:00)","1","15","9","28","8","0"
"3","[2016-09-28 08:20:00,2016-09-28 08:40:00)","1","16","9","28","8","20"
"1","[2016-09-28 08:20:00,2016-09-28 08:40:00)","1","10","9","28","8","20"
"1","[2016-09-28 08:40:00,2016-09-28 09:00:00)","1","28","9","28","8","40"
"3","[2016-09-28 08:40:00,2016-09-28 09:00:00)","1","10","9","28","8","40"
"1","[2016-09-28 09:00:00,2016-09-28 09:20:00)","1","29","9","28","9","0"
"3","[2016-09-28 09:00:00,2016-09-28 09:20:00)","1","20","9","28","9","0"
"3","[2016-09-28 09:20:00,2016-09-28 09:40:00)","1","21","9","28","9","20"
"1","[2016-09-28 09:20:00,2016-09-28 09:40:00)","1","30","9","28","9","20"
"3","[2016-09-28 09:40:00,2016-09-28 10:00:00)","1","16","9","28","9","40"
"1","[2016-09-28 09:40:00,2016-09-28 10:00:00)","1","27","9","28","9","40"
"1","[2016-09-28 10:00:00,2016-09-28 10:20:00)","1","30","9","28","10","0"
"3","[2016-09-28 10:00:00,2016-09-28 10:20:00)","1","13","9","28","10","0"
"1","[2016-09-28 10:20:00,2016-09-28 10:40:00)","1","30","9","28","10","20"
"3","[2016-09-28 10:20:00,2016-09-28 10:40:00)","1","14","9","28","10","20"
"1","[2016-09-28 10:40:00,2016-09-28 11:00:00)","1","23","9","28","10","40"
"3","[2016-09-28 10:40:00,2016-09-28 11:00:00)","1","7","9","28","10","40"
"1","[2016-09-28 11:00:00,2016-09-28 11:20:00)","1","24","9","28","11","0"
"3","[2016-09-28 11:00:00,2016-09-28 11:20:00)","1","24","9","28","11","0"
"1","[2016-09-28 11:20:00,2016-09-28 11:40:00)","1","23","9","28","11","20"
"3","[2016-09-28 11:20:00,2016-09-28 11:40:00)","1","25","9","28","11","20"
"1","[2016-09-28 11:40:00,2016-09-28 12:00:00)","1","28","9","28","11","40"
"3","[2016-09-28 11:40:00,2016-09-28 12:00:00)","1","13","9","28","11","40"
"3","[2016-09-28 12:00:00,2016-09-28 12:20:00)","1","22","9","28","12","0"
"1","[2016-09-28 12:00:00,2016-09-28 12:20:00)","1","24","9","28","12","0"
"3","[2016-09-28 12:20:00,2016-09-28 12:40:00)","1","14","9","28","12","20"
"1","[2016-09-28 12:20:00,2016-09-28 12:40:00)","1","21","9","28","12","20"
"1","[2016-09-28 12:40:00,2016-09-28 13:00:00)","1","42","9","28","12","40"
"3","[2016-09-28 12:40:00,2016-09-28 13:00:00)","1","11","9","28","12","40"
"1","[2016-09-28 13:00:00,2016-09-28 13:20:00)","1","33","9","28","13","0"
"3","[2016-09-28 13:00:00,2016-09-28 13:20:00)","1","10","9","28","13","0"
"1","[2016-09-28 13:20:00,2016-09-28 13:40:00)","1","25","9","28","13","20"
"3","[2016-09-28 13:20:00,2016-09-28 13:40:00)","1","15","9","28","13","20"
"3","[2016-09-28 13:40:00,2016-09-28 14:00:00)","1","13","9","28","13","40"
"1","[2016-09-28 13:40:00,2016-09-28 14:00:00)","1","31","9","28","13","40"
"1","[2016-09-28 14:00:00,2016-09-28 14:20:00)","1","18","9","28","14","0"
"3","[2016-09-28 14:00:00,2016-09-28 14:20:00)","1","14","9","28","14","0"
"1","[2016-09-28 14:20:00,2016-09-28 14:40:00)","1","16","9","28","14","20"
"3","[2016-09-28 14:20:00,2016-09-28 14:40:00)","1","10","9","28","14","20"
"1","[2016-09-28 14:40:00,2016-09-28 15:00:00)","1","36","9","28","14","40"
"3","[2016-09-28 14:40:00,2016-09-28 15:00:00)","1","14","9","28","14","40"
"1","[2016-09-28 15:00:00,2016-09-28 15:20:00)","1","19","9","28","15","0"
"3","[2016-09-28 15:00:00,2016-09-28 15:20:00)","1","9","9","28","15","0"
"1","[2016-09-28 15:20:00,2016-09-28 15:40:00)","1","19","9","28","15","20"
"3","[2016-09-28 15:20:00,2016-09-28 15:40:00)","1","7","9","28","15","20"
"3","[2016-09-28 15:40:00,2016-09-28 16:00:00)","1","14","9","28","15","40"
"1","[2016-09-28 15:40:00,2016-09-28 16:00:00)","1","21","9","28","15","40"
"1","[2016-09-28 16:00:00,2016-09-28 16:20:00)","1","16","9","28","16","0"
"3","[2016-09-28 16:00:00,2016-09-28 16:20:00)","1","11","9","28","16","0"
"1","[2016-09-28 16:20:00,2016-09-28 16:40:00)","1","10","9","28","16","20"
"3","[2016-09-28 16:20:00,2016-09-28 16:40:00)","1","12","9","28","16","20"
"1","[2016-09-28 16:40:00,2016-09-28 17:00:00)","1","17","9","28","16","40"
"3","[2016-09-28 16:40:00,2016-09-28 17:00:00)","1","6","9","28","16","40"
"3","[2016-09-28 17:00:00,2016-09-28 17:20:00)","1","10","9","28","17","0"
"1","[2016-09-28 17:00:00,2016-09-28 17:20:00)","1","9","9","28","17","0"
"1","[2016-09-28 17:20:00,2016-09-28 17:40:00)","1","18","9","28","17","20"
"3","[2016-09-28 17:20:00,2016-09-28 17:40:00)","1","8","9","28","17","20"
"3","[2016-09-28 17:40:00,2016-09-28 18:00:00)","1","12","9","28","17","40"
"1","[2016-09-28 17:40:00,2016-09-28 18:00:00)","1","13","9","28","17","40"
"3","[2016-09-28 18:00:00,2016-09-28 18:20:00)","1","6","9","28","18","0"
"1","[2016-09-28 18:00:00,2016-09-28 18:20:00)","1","8","9","28","18","0"
"1","[2016-09-28 18:20:00,2016-09-28 18:40:00)","1","8","9","28","18","20"
"3","[2016-09-28 18:20:00,2016-09-28 18:40:00)","1","4","9","28","18","20"
"3","[2016-09-28 18:40:00,2016-09-28 19:00:00)","1","9","9","28","18","40"
"1","[2016-09-28 18:40:00,2016-09-28 19:00:00)","1","12","9","28","18","40"
"3","[2016-09-28 19:00:00,2016-09-28 19:20:00)","1","6","9","28","19","0"
"1","[2016-09-28 19:00:00,2016-09-28 19:20:00)","1","9","9","28","19","0"
