"tollgate_id","time_window","direction","volume_vehicle_model1","start_month","start_day","start_hour","start_minute"
"3","[2016-09-26 01:00:00,2016-09-26 01:20:00)","1","8","9","26","1","0"
"3","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0","9","9","26","1","20"
"3","[2016-09-26 01:20:00,2016-09-26 01:40:00)","1","9","9","26","1","20"
"2","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0","2","9","26","1","20"
"1","[2016-09-26 01:20:00,2016-09-26 01:40:00)","0","1","9","26","1","20"
"1","[2016-09-26 01:20:00,2016-09-26 01:40:00)","1","8","9","26","1","20"
"3","[2016-09-26 01:40:00,2016-09-26 02:00:00)","0","11","9","26","1","40"
"3","[2016-09-26 01:40:00,2016-09-26 02:00:00)","1","8","9","26","1","40"
"1","[2016-09-26 01:40:00,2016-09-26 02:00:00)","0","4","9","26","1","40"
"1","[2016-09-26 01:40:00,2016-09-26 02:00:00)","1","4","9","26","1","40"
"3","[2016-09-26 02:00:00,2016-09-26 02:20:00)","0","9","9","26","2","0"
"3","[2016-09-26 02:00:00,2016-09-26 02:20:00)","1","5","9","26","2","0"
"1","[2016-09-26 02:00:00,2016-09-26 02:20:00)","0","4","9","26","2","0"
"1","[2016-09-26 02:00:00,2016-09-26 02:20:00)","1","5","9","26","2","0"
"1","[2016-09-26 02:20:00,2016-09-26 02:40:00)","0","3","9","26","2","20"
"1","[2016-09-26 02:20:00,2016-09-26 02:40:00)","1","2","9","26","2","20"
"3","[2016-09-26 02:20:00,2016-09-26 02:40:00)","0","10","9","26","2","20"
"3","[2016-09-26 02:20:00,2016-09-26 02:40:00)","1","4","9","26","2","20"
"3","[2016-09-26 02:40:00,2016-09-26 03:00:00)","0","18","9","26","2","40"
"3","[2016-09-26 02:40:00,2016-09-26 03:00:00)","1","1","9","26","2","40"
"1","[2016-09-26 02:40:00,2016-09-26 03:00:00)","0","1","9","26","2","40"
"1","[2016-09-26 02:40:00,2016-09-26 03:00:00)","1","7","9","26","2","40"
"1","[2016-09-26 03:00:00,2016-09-26 03:20:00)","0","4","9","26","3","0"
"1","[2016-09-26 03:00:00,2016-09-26 03:20:00)","1","6","9","26","3","0"
"3","[2016-09-26 03:00:00,2016-09-26 03:20:00)","0","9","9","26","3","0"
"3","[2016-09-26 03:00:00,2016-09-26 03:20:00)","1","2","9","26","3","0"
"3","[2016-09-26 03:20:00,2016-09-26 03:40:00)","0","8","9","26","3","20"
"3","[2016-09-26 03:20:00,2016-09-26 03:40:00)","1","4","9","26","3","20"
"1","[2016-09-26 03:20:00,2016-09-26 03:40:00)","0","2","9","26","3","20"
"1","[2016-09-26 03:20:00,2016-09-26 03:40:00)","1","12","9","26","3","20"
"1","[2016-09-26 03:40:00,2016-09-26 04:00:00)","0","5","9","26","3","40"
"1","[2016-09-26 03:40:00,2016-09-26 04:00:00)","1","12","9","26","3","40"
"3","[2016-09-26 03:40:00,2016-09-26 04:00:00)","0","13","9","26","3","40"
"3","[2016-09-26 03:40:00,2016-09-26 04:00:00)","1","2","9","26","3","40"
"1","[2016-09-26 04:00:00,2016-09-26 04:20:00)","0","5","9","26","4","0"
"1","[2016-09-26 04:00:00,2016-09-26 04:20:00)","1","11","9","26","4","0"
"3","[2016-09-26 04:00:00,2016-09-26 04:20:00)","0","14","9","26","4","0"
"3","[2016-09-26 04:00:00,2016-09-26 04:20:00)","1","1","9","26","4","0"
"3","[2016-09-26 04:20:00,2016-09-26 04:40:00)","0","12","9","26","4","20"
"3","[2016-09-26 04:20:00,2016-09-26 04:40:00)","1","1","9","26","4","20"
"1","[2016-09-26 04:20:00,2016-09-26 04:40:00)","0","7","9","26","4","20"
"1","[2016-09-26 04:20:00,2016-09-26 04:40:00)","1","17","9","26","4","20"
"1","[2016-09-26 04:40:00,2016-09-26 05:00:00)","0","7","9","26","4","40"
"1","[2016-09-26 04:40:00,2016-09-26 05:00:00)","1","20","9","26","4","40"
"3","[2016-09-26 04:40:00,2016-09-26 05:00:00)","0","14","9","26","4","40"
"3","[2016-09-26 04:40:00,2016-09-26 05:00:00)","1","3","9","26","4","40"
"2","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0","3","9","26","5","0"
"3","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0","3","9","26","5","0"
"3","[2016-09-26 05:00:00,2016-09-26 05:20:00)","1","8","9","26","5","0"
"1","[2016-09-26 05:00:00,2016-09-26 05:20:00)","0","4","9","26","5","0"
"1","[2016-09-26 05:00:00,2016-09-26 05:20:00)","1","18","9","26","5","0"
"2","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0","10","9","26","5","20"
"3","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0","11","9","26","5","20"
"3","[2016-09-26 05:20:00,2016-09-26 05:40:00)","1","6","9","26","5","20"
"1","[2016-09-26 05:20:00,2016-09-26 05:40:00)","0","3","9","26","5","20"
"1","[2016-09-26 05:20:00,2016-09-26 05:40:00)","1","26","9","26","5","20"
"2","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0","16","9","26","5","40"
"3","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0","20","9","26","5","40"
"3","[2016-09-26 05:40:00,2016-09-26 06:00:00)","1","9","9","26","5","40"
"1","[2016-09-26 05:40:00,2016-09-26 06:00:00)","0","7","9","26","5","40"
"1","[2016-09-26 05:40:00,2016-09-26 06:00:00)","1","34","9","26","5","40"
"3","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0","28","9","26","6","0"
"3","[2016-09-26 06:00:00,2016-09-26 06:20:00)","1","19","9","26","6","0"
"1","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0","11","9","26","6","0"
"1","[2016-09-26 06:00:00,2016-09-26 06:20:00)","1","25","9","26","6","0"
"2","[2016-09-26 06:00:00,2016-09-26 06:20:00)","0","18","9","26","6","0"
"1","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0","23","9","26","6","20"
"1","[2016-09-26 06:20:00,2016-09-26 06:40:00)","1","38","9","26","6","20"
"3","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0","46","9","26","6","20"
"3","[2016-09-26 06:20:00,2016-09-26 06:40:00)","1","34","9","26","6","20"
"2","[2016-09-26 06:20:00,2016-09-26 06:40:00)","0","34","9","26","6","20"
"3","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0","75","9","26","6","40"
"3","[2016-09-26 06:40:00,2016-09-26 07:00:00)","1","52","9","26","6","40"
"2","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0","59","9","26","6","40"
"1","[2016-09-26 06:40:00,2016-09-26 07:00:00)","0","32","9","26","6","40"
"1","[2016-09-26 06:40:00,2016-09-26 07:00:00)","1","48","9","26","6","40"
"3","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0","135","9","26","7","0"
"3","[2016-09-26 07:00:00,2016-09-26 07:20:00)","1","76","9","26","7","0"
"1","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0","36","9","26","7","0"
"1","[2016-09-26 07:00:00,2016-09-26 07:20:00)","1","75","9","26","7","0"
"2","[2016-09-26 07:00:00,2016-09-26 07:20:00)","0","83","9","26","7","0"
"2","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0","108","9","26","7","20"
"3","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0","146","9","26","7","20"
"3","[2016-09-26 07:20:00,2016-09-26 07:40:00)","1","83","9","26","7","20"
"1","[2016-09-26 07:20:00,2016-09-26 07:40:00)","0","37","9","26","7","20"
"1","[2016-09-26 07:20:00,2016-09-26 07:40:00)","1","107","9","26","7","20"
"3","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0","134","9","26","7","40"
"3","[2016-09-26 07:40:00,2016-09-26 08:00:00)","1","128","9","26","7","40"
"2","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0","118","9","26","7","40"
"1","[2016-09-26 07:40:00,2016-09-26 08:00:00)","0","44","9","26","7","40"
"1","[2016-09-26 07:40:00,2016-09-26 08:00:00)","1","99","9","26","7","40"
"3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","162","9","26","8","0"
"3","[2016-09-26 08:00:00,2016-09-26 08:20:00)","1","132","9","26","8","0"
"2","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","110","9","26","8","0"
"1","[2016-09-26 08:00:00,2016-09-26 08:20:00)","0","42","9","26","8","0"
"1","[2016-09-26 08:00:00,2016-09-26 08:20:00)","1","114","9","26","8","0"
"3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","149","9","26","8","20"
"3","[2016-09-26 08:20:00,2016-09-26 08:40:00)","1","151","9","26","8","20"
"2","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","116","9","26","8","20"
"1","[2016-09-26 08:20:00,2016-09-26 08:40:00)","0","49","9","26","8","20"
"1","[2016-09-26 08:20:00,2016-09-26 08:40:00)","1","84","9","26","8","20"
"1","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","43","9","26","8","40"
"1","[2016-09-26 08:40:00,2016-09-26 09:00:00)","1","101","9","26","8","40"
"3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","146","9","26","8","40"
"3","[2016-09-26 08:40:00,2016-09-26 09:00:00)","1","140","9","26","8","40"
"2","[2016-09-26 08:40:00,2016-09-26 09:00:00)","0","105","9","26","8","40"
"1","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","43","9","26","9","0"
"1","[2016-09-26 09:00:00,2016-09-26 09:20:00)","1","106","9","26","9","0"
"2","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","110","9","26","9","0"
"3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","0","116","9","26","9","0"
"3","[2016-09-26 09:00:00,2016-09-26 09:20:00)","1","134","9","26","9","0"
"2","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","106","9","26","9","20"
"3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","119","9","26","9","20"
"3","[2016-09-26 09:20:00,2016-09-26 09:40:00)","1","104","9","26","9","20"
"1","[2016-09-26 09:20:00,2016-09-26 09:40:00)","0","48","9","26","9","20"
"1","[2016-09-26 09:20:00,2016-09-26 09:40:00)","1","115","9","26","9","20"
"1","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","42","9","26","9","40"
"1","[2016-09-26 09:40:00,2016-09-26 10:00:00)","1","91","9","26","9","40"
"3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","98","9","26","9","40"
"3","[2016-09-26 09:40:00,2016-09-26 10:00:00)","1","92","9","26","9","40"
"2","[2016-09-26 09:40:00,2016-09-26 10:00:00)","0","65","9","26","9","40"
"2","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0","72","9","26","10","0"
"3","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0","84","9","26","10","0"
"3","[2016-09-26 10:00:00,2016-09-26 10:20:00)","1","72","9","26","10","0"
"1","[2016-09-26 10:00:00,2016-09-26 10:20:00)","0","44","9","26","10","0"
"1","[2016-09-26 10:00:00,2016-09-26 10:20:00)","1","74","9","26","10","0"
"3","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0","90","9","26","10","20"
"3","[2016-09-26 10:20:00,2016-09-26 10:40:00)","1","73","9","26","10","20"
"1","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0","48","9","26","10","20"
"1","[2016-09-26 10:20:00,2016-09-26 10:40:00)","1","83","9","26","10","20"
"2","[2016-09-26 10:20:00,2016-09-26 10:40:00)","0","46","9","26","10","20"
"3","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0","77","9","26","10","40"
"3","[2016-09-26 10:40:00,2016-09-26 11:00:00)","1","84","9","26","10","40"
"1","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0","32","9","26","10","40"
"1","[2016-09-26 10:40:00,2016-09-26 11:00:00)","1","64","9","26","10","40"
"2","[2016-09-26 10:40:00,2016-09-26 11:00:00)","0","48","9","26","10","40"
"1","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0","30","9","26","11","0"
"1","[2016-09-26 11:00:00,2016-09-26 11:20:00)","1","58","9","26","11","0"
"3","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0","76","9","26","11","0"
"3","[2016-09-26 11:00:00,2016-09-26 11:20:00)","1","53","9","26","11","0"
"2","[2016-09-26 11:00:00,2016-09-26 11:20:00)","0","52","9","26","11","0"
"1","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0","30","9","26","11","20"
"1","[2016-09-26 11:20:00,2016-09-26 11:40:00)","1","65","9","26","11","20"
"3","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0","62","9","26","11","20"
"3","[2016-09-26 11:20:00,2016-09-26 11:40:00)","1","68","9","26","11","20"
"2","[2016-09-26 11:20:00,2016-09-26 11:40:00)","0","38","9","26","11","20"
"3","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0","84","9","26","11","40"
"3","[2016-09-26 11:40:00,2016-09-26 12:00:00)","1","46","9","26","11","40"
"1","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0","41","9","26","11","40"
"1","[2016-09-26 11:40:00,2016-09-26 12:00:00)","1","56","9","26","11","40"
"2","[2016-09-26 11:40:00,2016-09-26 12:00:00)","0","48","9","26","11","40"
"1","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0","45","9","26","12","0"
"1","[2016-09-26 12:00:00,2016-09-26 12:20:00)","1","56","9","26","12","0"
"3","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0","48","9","26","12","0"
"3","[2016-09-26 12:00:00,2016-09-26 12:20:00)","1","73","9","26","12","0"
"2","[2016-09-26 12:00:00,2016-09-26 12:20:00)","0","48","9","26","12","0"
"1","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0","35","9","26","12","20"
"1","[2016-09-26 12:20:00,2016-09-26 12:40:00)","1","78","9","26","12","20"
"3","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0","60","9","26","12","20"
"3","[2016-09-26 12:20:00,2016-09-26 12:40:00)","1","74","9","26","12","20"
"2","[2016-09-26 12:20:00,2016-09-26 12:40:00)","0","60","9","26","12","20"
"2","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0","66","9","26","12","40"
"3","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0","82","9","26","12","40"
"3","[2016-09-26 12:40:00,2016-09-26 13:00:00)","1","77","9","26","12","40"
"1","[2016-09-26 12:40:00,2016-09-26 13:00:00)","0","42","9","26","12","40"
"1","[2016-09-26 12:40:00,2016-09-26 13:00:00)","1","68","9","26","12","40"
"2","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0","51","9","26","13","0"
"3","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0","69","9","26","13","0"
"3","[2016-09-26 13:00:00,2016-09-26 13:20:00)","1","76","9","26","13","0"
"1","[2016-09-26 13:00:00,2016-09-26 13:20:00)","0","49","9","26","13","0"
"1","[2016-09-26 13:00:00,2016-09-26 13:20:00)","1","68","9","26","13","0"
"1","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0","46","9","26","13","20"
"1","[2016-09-26 13:20:00,2016-09-26 13:40:00)","1","76","9","26","13","20"
"3","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0","89","9","26","13","20"
"3","[2016-09-26 13:20:00,2016-09-26 13:40:00)","1","71","9","26","13","20"
"2","[2016-09-26 13:20:00,2016-09-26 13:40:00)","0","41","9","26","13","20"
"2","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0","51","9","26","13","40"
"3","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0","78","9","26","13","40"
"3","[2016-09-26 13:40:00,2016-09-26 14:00:00)","1","79","9","26","13","40"
"1","[2016-09-26 13:40:00,2016-09-26 14:00:00)","0","44","9","26","13","40"
"1","[2016-09-26 13:40:00,2016-09-26 14:00:00)","1","75","9","26","13","40"
"3","[2016-09-26 14:00:00,2016-09-26 14:20:00)","0","82","9","26","14","0"
"3","[2016-09-26 14:00:00,2016-09-26 14:20:00)","1","90","9","26","14","0"
"1","[2016-09-26 14:00:00,2016-09-26 14:20:00)","0","42","9","26","14","0"
"1","[2016-09-26 14:00:00,2016-09-26 14:20:00)","1","74","9","26","14","0"
"2","[2016-09-26 14:00:00,2016-09-26 14:20:00)","0","44","9","26","14","0"
"3","[2016-09-26 14:20:00,2016-09-26 14:40:00)","0","77","9","26","14","20"
"3","[2016-09-26 14:20:00,2016-09-26 14:40:00)","1","81","9","26","14","20"
"2","[2016-09-26 14:20:00,2016-09-26 14:40:00)","0","79","9","26","14","20"
"1","[2016-09-26 14:20:00,2016-09-26 14:40:00)","0","25","9","26","14","20"
"1","[2016-09-26 14:20:00,2016-09-26 14:40:00)","1","83","9","26","14","20"
"3","[2016-09-26 14:40:00,2016-09-26 15:00:00)","0","94","9","26","14","40"
"3","[2016-09-26 14:40:00,2016-09-26 15:00:00)","1","63","9","26","14","40"
"1","[2016-09-26 14:40:00,2016-09-26 15:00:00)","0","56","9","26","14","40"
"1","[2016-09-26 14:40:00,2016-09-26 15:00:00)","1","73","9","26","14","40"
"2","[2016-09-26 14:40:00,2016-09-26 15:00:00)","0","60","9","26","14","40"
"2","[2016-09-26 15:00:00,2016-09-26 15:20:00)","0","62","9","26","15","0"
"1","[2016-09-26 15:00:00,2016-09-26 15:20:00)","0","29","9","26","15","0"
"1","[2016-09-26 15:00:00,2016-09-26 15:20:00)","1","77","9","26","15","0"
"3","[2016-09-26 15:00:00,2016-09-26 15:20:00)","0","70","9","26","15","0"
"3","[2016-09-26 15:00:00,2016-09-26 15:20:00)","1","89","9","26","15","0"
"2","[2016-09-26 15:20:00,2016-09-26 15:40:00)","0","64","9","26","15","20"
"1","[2016-09-26 15:20:00,2016-09-26 15:40:00)","0","47","9","26","15","20"
"1","[2016-09-26 15:20:00,2016-09-26 15:40:00)","1","91","9","26","15","20"
"3","[2016-09-26 15:20:00,2016-09-26 15:40:00)","0","89","9","26","15","20"
"3","[2016-09-26 15:20:00,2016-09-26 15:40:00)","1","62","9","26","15","20"
"2","[2016-09-26 15:40:00,2016-09-26 16:00:00)","0","64","9","26","15","40"
"1","[2016-09-26 15:40:00,2016-09-26 16:00:00)","0","37","9","26","15","40"
"1","[2016-09-26 15:40:00,2016-09-26 16:00:00)","1","74","9","26","15","40"
"3","[2016-09-26 15:40:00,2016-09-26 16:00:00)","0","70","9","26","15","40"
"3","[2016-09-26 15:40:00,2016-09-26 16:00:00)","1","87","9","26","15","40"
"3","[2016-09-26 16:00:00,2016-09-26 16:20:00)","0","96","9","26","16","0"
"3","[2016-09-26 16:00:00,2016-09-26 16:20:00)","1","72","9","26","16","0"
"2","[2016-09-26 16:00:00,2016-09-26 16:20:00)","0","54","9","26","16","0"
"1","[2016-09-26 16:00:00,2016-09-26 16:20:00)","0","38","9","26","16","0"
"1","[2016-09-26 16:00:00,2016-09-26 16:20:00)","1","103","9","26","16","0"
"1","[2016-09-26 16:20:00,2016-09-26 16:40:00)","0","53","9","26","16","20"
"1","[2016-09-26 16:20:00,2016-09-26 16:40:00)","1","94","9","26","16","20"
"2","[2016-09-26 16:20:00,2016-09-26 16:40:00)","0","64","9","26","16","20"
"3","[2016-09-26 16:20:00,2016-09-26 16:40:00)","0","98","9","26","16","20"
"3","[2016-09-26 16:20:00,2016-09-26 16:40:00)","1","80","9","26","16","20"
"1","[2016-09-26 16:40:00,2016-09-26 17:00:00)","0","43","9","26","16","40"
"1","[2016-09-26 16:40:00,2016-09-26 17:00:00)","1","87","9","26","16","40"
"2","[2016-09-26 16:40:00,2016-09-26 17:00:00)","0","60","9","26","16","40"
"3","[2016-09-26 16:40:00,2016-09-26 17:00:00)","0","108","9","26","16","40"
"3","[2016-09-26 16:40:00,2016-09-26 17:00:00)","1","71","9","26","16","40"
"2","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0","65","9","26","17","0"
"3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0","88","9","26","17","0"
"3","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1","82","9","26","17","0"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","0","43","9","26","17","0"
"1","[2016-09-26 17:00:00,2016-09-26 17:20:00)","1","99","9","26","17","0"
"3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","88","9","26","17","20"
"3","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1","85","9","26","17","20"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","41","9","26","17","20"
"1","[2016-09-26 17:20:00,2016-09-26 17:40:00)","1","94","9","26","17","20"
"2","[2016-09-26 17:20:00,2016-09-26 17:40:00)","0","57","9","26","17","20"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0","30","9","26","17","40"
"1","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1","90","9","26","17","40"
"3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0","75","9","26","17","40"
"3","[2016-09-26 17:40:00,2016-09-26 18:00:00)","1","75","9","26","17","40"
"2","[2016-09-26 17:40:00,2016-09-26 18:00:00)","0","52","9","26","17","40"
"3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0","74","9","26","18","0"
"3","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1","87","9","26","18","0"
"2","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0","55","9","26","18","0"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","0","24","9","26","18","0"
"1","[2016-09-26 18:00:00,2016-09-26 18:20:00)","1","66","9","26","18","0"
"3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0","71","9","26","18","20"
"3","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1","52","9","26","18","20"
"2","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0","43","9","26","18","20"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","0","22","9","26","18","20"
"1","[2016-09-26 18:20:00,2016-09-26 18:40:00)","1","80","9","26","18","20"
"3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0","41","9","26","18","40"
"3","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1","62","9","26","18","40"
"2","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0","45","9","26","18","40"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","0","27","9","26","18","40"
"1","[2016-09-26 18:40:00,2016-09-26 19:00:00)","1","46","9","26","18","40"
"1","[2016-09-26 19:00:00,2016-09-26 19:20:00)","0","29","9","26","19","0"
"1","[2016-09-26 19:00:00,2016-09-26 19:20:00)","1","38","9","26","19","0"
"2","[2016-09-26 19:00:00,2016-09-26 19:20:00)","0","28","9","26","19","0"
"3","[2016-09-26 19:00:00,2016-09-26 19:20:00)","0","51","9","26","19","0"
"3","[2016-09-26 19:00:00,2016-09-26 19:20:00)","1","50","9","26","19","0"
"1","[2016-09-26 19:20:00,2016-09-26 19:40:00)","0","12","9","26","19","20"
"1","[2016-09-26 19:20:00,2016-09-26 19:40:00)","1","44","9","26","19","20"
"2","[2016-09-26 19:20:00,2016-09-26 19:40:00)","0","31","9","26","19","20"
"3","[2016-09-26 19:20:00,2016-09-26 19:40:00)","0","26","9","26","19","20"
"3","[2016-09-26 19:20:00,2016-09-26 19:40:00)","1","48","9","26","19","20"
"1","[2016-09-26 19:40:00,2016-09-26 20:00:00)","0","21","9","26","19","40"
"1","[2016-09-26 19:40:00,2016-09-26 20:00:00)","1","39","9","26","19","40"
"3","[2016-09-26 19:40:00,2016-09-26 20:00:00)","0","31","9","26","19","40"
"3","[2016-09-26 19:40:00,2016-09-26 20:00:00)","1","47","9","26","19","40"
"2","[2016-09-26 19:40:00,2016-09-26 20:00:00)","0","22","9","26","19","40"
"3","[2016-09-26 20:00:00,2016-09-26 20:20:00)","0","36","9","26","20","0"
"3","[2016-09-26 20:00:00,2016-09-26 20:20:00)","1","39","9","26","20","0"
"1","[2016-09-26 20:00:00,2016-09-26 20:20:00)","0","18","9","26","20","0"
"1","[2016-09-26 20:00:00,2016-09-26 20:20:00)","1","29","9","26","20","0"
"2","[2016-09-26 20:00:00,2016-09-26 20:20:00)","0","25","9","26","20","0"
"2","[2016-09-26 20:20:00,2016-09-26 20:40:00)","0","29","9","26","20","20"
"3","[2016-09-26 20:20:00,2016-09-26 20:40:00)","0","26","9","26","20","20"
"3","[2016-09-26 20:20:00,2016-09-26 20:40:00)","1","51","9","26","20","20"
"1","[2016-09-26 20:20:00,2016-09-26 20:40:00)","0","18","9","26","20","20"
"1","[2016-09-26 20:20:00,2016-09-26 20:40:00)","1","31","9","26","20","20"
"1","[2016-09-26 20:40:00,2016-09-26 21:00:00)","0","23","9","26","20","40"
"1","[2016-09-26 20:40:00,2016-09-26 21:00:00)","1","27","9","26","20","40"
"3","[2016-09-26 20:40:00,2016-09-26 21:00:00)","0","35","9","26","20","40"
"3","[2016-09-26 20:40:00,2016-09-26 21:00:00)","1","31","9","26","20","40"
"2","[2016-09-26 20:40:00,2016-09-26 21:00:00)","0","36","9","26","20","40"
"3","[2016-09-26 21:00:00,2016-09-26 21:20:00)","0","37","9","26","21","0"
"3","[2016-09-26 21:00:00,2016-09-26 21:20:00)","1","22","9","26","21","0"
"1","[2016-09-26 21:00:00,2016-09-26 21:20:00)","0","13","9","26","21","0"
"1","[2016-09-26 21:00:00,2016-09-26 21:20:00)","1","25","9","26","21","0"
"2","[2016-09-26 21:00:00,2016-09-26 21:20:00)","0","20","9","26","21","0"
"1","[2016-09-26 21:20:00,2016-09-26 21:40:00)","0","16","9","26","21","20"
"1","[2016-09-26 21:20:00,2016-09-26 21:40:00)","1","24","9","26","21","20"
"3","[2016-09-26 21:20:00,2016-09-26 21:40:00)","0","28","9","26","21","20"
"3","[2016-09-26 21:20:00,2016-09-26 21:40:00)","1","39","9","26","21","20"
"2","[2016-09-26 21:20:00,2016-09-26 21:40:00)","0","24","9","26","21","20"
"1","[2016-09-26 21:40:00,2016-09-26 22:00:00)","0","10","9","26","21","40"
"1","[2016-09-26 21:40:00,2016-09-26 22:00:00)","1","18","9","26","21","40"
"3","[2016-09-26 21:40:00,2016-09-26 22:00:00)","0","31","9","26","21","40"
"3","[2016-09-26 21:40:00,2016-09-26 22:00:00)","1","23","9","26","21","40"
"2","[2016-09-26 21:40:00,2016-09-26 22:00:00)","0","16","9","26","21","40"
"2","[2016-09-26 22:00:00,2016-09-26 22:20:00)","0","23","9","26","22","0"
"1","[2016-09-26 22:00:00,2016-09-26 22:20:00)","0","8","9","26","22","0"
"1","[2016-09-26 22:00:00,2016-09-26 22:20:00)","1","8","9","26","22","0"
"3","[2016-09-26 22:00:00,2016-09-26 22:20:00)","0","23","9","26","22","0"
"3","[2016-09-26 22:00:00,2016-09-26 22:20:00)","1","19","9","26","22","0"
"1","[2016-09-26 22:20:00,2016-09-26 22:40:00)","0","12","9","26","22","20"
"1","[2016-09-26 22:20:00,2016-09-26 22:40:00)","1","23","9","26","22","20"
"3","[2016-09-26 22:20:00,2016-09-26 22:40:00)","0","17","9","26","22","20"
"3","[2016-09-26 22:20:00,2016-09-26 22:40:00)","1","22","9","26","22","20"
"2","[2016-09-26 22:20:00,2016-09-26 22:40:00)","0","8","9","26","22","20"
"2","[2016-09-26 22:40:00,2016-09-26 23:00:00)","0","16","9","26","22","40"
"3","[2016-09-26 22:40:00,2016-09-26 23:00:00)","0","11","9","26","22","40"
"3","[2016-09-26 22:40:00,2016-09-26 23:00:00)","1","27","9","26","22","40"
"1","[2016-09-26 22:40:00,2016-09-26 23:00:00)","0","3","9","26","22","40"
"1","[2016-09-26 22:40:00,2016-09-26 23:00:00)","1","9","9","26","22","40"
"1","[2016-09-26 23:00:00,2016-09-26 23:20:00)","0","3","9","26","23","0"
