,tollgate_id,time_window,direction,volume,vehicle_typeNa,vehicle_type0,vehicle_type1,start_month_x_x,start_day_x_x,start_hour_x_x,start_minute_x_x
1244,1,"[2016-09-22 14:00:00,2016-09-22 14:20:00)",0,58,58.0,0.0,0.0,9,22,14,0
1245,1,"[2016-09-22 14:00:00,2016-09-22 14:20:00)",1,73,0.0,54.0,19.0,9,22,14,0
1246,2,"[2016-09-22 14:20:00,2016-09-22 14:40:00)",0,68,68.0,0.0,0.0,9,22,14,20
1247,1,"[2016-09-22 14:20:00,2016-09-22 14:40:00)",0,41,41.0,0.0,0.0,9,22,14,20
1248,1,"[2016-09-22 14:20:00,2016-09-22 14:40:00)",1,90,0.0,63.0,27.0,9,22,14,20
1249,3,"[2016-09-22 14:20:00,2016-09-22 14:40:00)",0,104,104.0,0.0,0.0,9,22,14,20
1250,3,"[2016-09-22 14:20:00,2016-09-22 14:40:00)",1,78,0.0,69.0,9.0,9,22,14,20
1251,3,"[2016-09-22 14:40:00,2016-09-22 15:00:00)",0,98,98.0,0.0,0.0,9,22,14,40
1252,3,"[2016-09-22 14:40:00,2016-09-22 15:00:00)",1,105,0.0,87.0,18.0,9,22,14,40
1253,2,"[2016-09-22 14:40:00,2016-09-22 15:00:00)",0,83,83.0,0.0,0.0,9,22,14,40
1254,1,"[2016-09-22 14:40:00,2016-09-22 15:00:00)",0,33,33.0,0.0,0.0,9,22,14,40
1255,1,"[2016-09-22 14:40:00,2016-09-22 15:00:00)",1,90,0.0,64.0,26.0,9,22,14,40
1256,1,"[2016-09-22 15:00:00,2016-09-22 15:20:00)",0,61,61.0,0.0,0.0,9,22,15,0
1257,1,"[2016-09-22 15:00:00,2016-09-22 15:20:00)",1,90,0.0,76.0,14.0,9,22,15,0
1258,3,"[2016-09-22 15:00:00,2016-09-22 15:20:00)",0,100,100.0,0.0,0.0,9,22,15,0
1259,3,"[2016-09-22 15:00:00,2016-09-22 15:20:00)",1,94,0.0,85.0,9.0,9,22,15,0
1260,2,"[2016-09-22 15:00:00,2016-09-22 15:20:00)",0,62,62.0,0.0,0.0,9,22,15,0
1261,2,"[2016-09-22 15:20:00,2016-09-22 15:40:00)",0,73,73.0,0.0,0.0,9,22,15,20
1262,3,"[2016-09-22 15:20:00,2016-09-22 15:40:00)",0,121,121.0,0.0,0.0,9,22,15,20
1263,3,"[2016-09-22 15:20:00,2016-09-22 15:40:00)",1,101,0.0,90.0,11.0,9,22,15,20
1264,1,"[2016-09-22 15:20:00,2016-09-22 15:40:00)",0,48,48.0,0.0,0.0,9,22,15,20
1265,1,"[2016-09-22 15:20:00,2016-09-22 15:40:00)",1,115,0.0,94.0,21.0,9,22,15,20
1266,3,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",0,120,120.0,0.0,0.0,9,22,15,40
1267,3,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",1,76,0.0,62.0,14.0,9,22,15,40
1268,1,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",0,57,57.0,0.0,0.0,9,22,15,40
1269,1,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",1,89,0.0,65.0,24.0,9,22,15,40
1270,2,"[2016-09-22 15:40:00,2016-09-22 16:00:00)",0,71,71.0,0.0,0.0,9,22,15,40
1271,3,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",0,106,106.0,0.0,0.0,9,22,16,0
1272,3,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",1,89,0.0,82.0,7.0,9,22,16,0
1273,1,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",0,58,58.0,0.0,0.0,9,22,16,0
1274,1,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",1,102,0.0,87.0,15.0,9,22,16,0
1275,2,"[2016-09-22 16:00:00,2016-09-22 16:20:00)",0,51,51.0,0.0,0.0,9,22,16,0
1276,3,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",0,132,132.0,0.0,0.0,9,22,16,20
1277,3,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",1,87,0.0,79.0,8.0,9,22,16,20
1278,2,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",0,93,93.0,0.0,0.0,9,22,16,20
1279,1,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",0,52,52.0,0.0,0.0,9,22,16,20
1280,1,"[2016-09-22 16:20:00,2016-09-22 16:40:00)",1,104,0.0,81.0,23.0,9,22,16,20
1281,2,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",0,96,96.0,0.0,0.0,9,22,16,40
1282,3,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",0,146,146.0,0.0,0.0,9,22,16,40
1283,3,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",1,86,0.0,74.0,12.0,9,22,16,40
1284,1,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",0,42,42.0,0.0,0.0,9,22,16,40
1285,1,"[2016-09-22 16:40:00,2016-09-22 17:00:00)",1,113,0.0,88.0,25.0,9,22,16,40
1286,1,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",0,29,29.0,0.0,0.0,9,22,17,0
1287,1,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",1,114,0.0,100.0,14.0,9,22,17,0
1288,2,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",0,71,71.0,0.0,0.0,9,22,17,0
1289,3,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",0,131,131.0,0.0,0.0,9,22,17,0
1290,3,"[2016-09-22 17:00:00,2016-09-22 17:20:00)",1,78,0.0,71.0,7.0,9,22,17,0
1291,3,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",0,122,122.0,0.0,0.0,9,22,17,20
1292,3,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",1,86,0.0,72.0,14.0,9,22,17,20
1293,2,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",0,76,76.0,0.0,0.0,9,22,17,20
1294,1,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",0,36,36.0,0.0,0.0,9,22,17,20
1295,1,"[2016-09-22 17:20:00,2016-09-22 17:40:00)",1,102,0.0,80.0,22.0,9,22,17,20
1296,3,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",0,117,117.0,0.0,0.0,9,22,17,40
1297,3,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",1,78,0.0,68.0,10.0,9,22,17,40
1298,2,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",0,70,70.0,0.0,0.0,9,22,17,40
1299,1,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",0,33,33.0,0.0,0.0,9,22,17,40
1300,1,"[2016-09-22 17:40:00,2016-09-22 18:00:00)",1,113,0.0,95.0,18.0,9,22,17,40
1301,3,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",0,83,83.0,0.0,0.0,9,22,18,0
1302,3,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",1,54,0.0,47.0,7.0,9,22,18,0
1303,2,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",0,83,83.0,0.0,0.0,9,22,18,0
1304,1,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",0,26,26.0,0.0,0.0,9,22,18,0
1305,1,"[2016-09-22 18:00:00,2016-09-22 18:20:00)",1,81,0.0,70.0,11.0,9,22,18,0
1306,3,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",0,86,86.0,0.0,0.0,9,22,18,20
1307,3,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",1,53,0.0,48.0,5.0,9,22,18,20
1308,2,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",0,63,63.0,0.0,0.0,9,22,18,20
1309,1,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",0,21,21.0,0.0,0.0,9,22,18,20
1310,1,"[2016-09-22 18:20:00,2016-09-22 18:40:00)",1,83,0.0,74.0,9.0,9,22,18,20
1311,2,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",0,53,53.0,0.0,0.0,9,22,18,40
1312,3,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",0,65,65.0,0.0,0.0,9,22,18,40
1313,3,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",1,99,0.0,92.0,7.0,9,22,18,40
1314,1,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",0,24,24.0,0.0,0.0,9,22,18,40
1315,1,"[2016-09-22 18:40:00,2016-09-22 19:00:00)",1,88,0.0,69.0,19.0,9,22,18,40
1316,2,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",0,39,39.0,0.0,0.0,9,22,19,0
1317,3,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",0,47,47.0,0.0,0.0,9,22,19,0
1318,3,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",1,57,0.0,47.0,10.0,9,22,19,0
1319,1,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",0,30,30.0,0.0,0.0,9,22,19,0
1320,1,"[2016-09-22 19:00:00,2016-09-22 19:20:00)",1,41,0.0,37.0,4.0,9,22,19,0
1321,1,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",0,18,18.0,0.0,0.0,9,22,19,20
1322,1,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",1,47,0.0,38.0,9.0,9,22,19,20
1323,2,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",0,31,31.0,0.0,0.0,9,22,19,20
1324,3,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",0,52,52.0,0.0,0.0,9,22,19,20
1325,3,"[2016-09-22 19:20:00,2016-09-22 19:40:00)",1,72,0.0,68.0,4.0,9,22,19,20
1326,1,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",0,33,33.0,0.0,0.0,9,22,19,40
1327,1,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",1,43,0.0,29.0,14.0,9,22,19,40
1328,3,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",0,39,39.0,0.0,0.0,9,22,19,40
1329,3,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",1,44,0.0,38.0,6.0,9,22,19,40
1330,2,"[2016-09-22 19:40:00,2016-09-22 20:00:00)",0,29,29.0,0.0,0.0,9,22,19,40
1331,3,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",0,50,50.0,0.0,0.0,9,22,20,0
1332,3,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",1,44,0.0,36.0,8.0,9,22,20,0
1333,1,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",0,24,24.0,0.0,0.0,9,22,20,0
1334,1,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",1,34,0.0,25.0,9.0,9,22,20,0
1335,2,"[2016-09-22 20:00:00,2016-09-22 20:20:00)",0,30,30.0,0.0,0.0,9,22,20,0
1336,2,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",0,45,45.0,0.0,0.0,9,22,20,20
1337,3,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",0,42,42.0,0.0,0.0,9,22,20,20
1338,3,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",1,39,0.0,32.0,7.0,9,22,20,20
1339,1,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",0,18,18.0,0.0,0.0,9,22,20,20
1340,1,"[2016-09-22 20:20:00,2016-09-22 20:40:00)",1,22,0.0,18.0,4.0,9,22,20,20
1341,1,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",0,18,18.0,0.0,0.0,9,22,20,40
1342,1,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",1,29,0.0,21.0,8.0,9,22,20,40
1343,2,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",0,30,30.0,0.0,0.0,9,22,20,40
1344,3,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",0,37,37.0,0.0,0.0,9,22,20,40
1345,3,"[2016-09-22 20:40:00,2016-09-22 21:00:00)",1,38,0.0,35.0,3.0,9,22,20,40
1346,3,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",0,41,41.0,0.0,0.0,9,22,21,0
1347,3,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",1,32,0.0,28.0,4.0,9,22,21,0
1348,2,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",0,18,18.0,0.0,0.0,9,22,21,0
1349,1,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",0,17,17.0,0.0,0.0,9,22,21,0
1350,1,"[2016-09-22 21:00:00,2016-09-22 21:20:00)",1,29,0.0,22.0,7.0,9,22,21,0
1351,2,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",0,28,28.0,0.0,0.0,9,22,21,20
1352,3,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",0,27,27.0,0.0,0.0,9,22,21,20
1353,3,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",1,43,0.0,36.0,7.0,9,22,21,20
1354,1,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",0,18,18.0,0.0,0.0,9,22,21,20
1355,1,"[2016-09-22 21:20:00,2016-09-22 21:40:00)",1,20,0.0,16.0,4.0,9,22,21,20
1356,1,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",0,20,20.0,0.0,0.0,9,22,21,40
1357,1,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",1,24,0.0,14.0,10.0,9,22,21,40
1358,2,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",0,16,16.0,0.0,0.0,9,22,21,40
1359,3,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",0,32,32.0,0.0,0.0,9,22,21,40
1360,3,"[2016-09-22 21:40:00,2016-09-22 22:00:00)",1,36,0.0,30.0,6.0,9,22,21,40
1361,1,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",0,9,9.0,0.0,0.0,9,22,22,0
1362,1,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",1,15,0.0,7.0,8.0,9,22,22,0
1363,3,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",0,27,27.0,0.0,0.0,9,22,22,0
1364,3,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",1,27,0.0,22.0,5.0,9,22,22,0
1365,2,"[2016-09-22 22:00:00,2016-09-22 22:20:00)",0,20,20.0,0.0,0.0,9,22,22,0
1366,3,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",0,23,23.0,0.0,0.0,9,22,22,20
1367,3,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",1,15,0.0,14.0,1.0,9,22,22,20
1368,1,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",0,7,7.0,0.0,0.0,9,22,22,20
1369,1,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",1,26,0.0,20.0,6.0,9,22,22,20
1370,2,"[2016-09-22 22:20:00,2016-09-22 22:40:00)",0,13,13.0,0.0,0.0,9,22,22,20
1371,2,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",0,18,18.0,0.0,0.0,9,22,22,40
1372,1,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",0,7,7.0,0.0,0.0,9,22,22,40
1373,1,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",1,23,0.0,20.0,3.0,9,22,22,40
1374,3,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",0,17,17.0,0.0,0.0,9,22,22,40
1375,3,"[2016-09-22 22:40:00,2016-09-22 23:00:00)",1,22,0.0,20.0,2.0,9,22,22,40
1376,3,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",0,13,13.0,0.0,0.0,9,22,23,0
1377,3,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",1,13,0.0,11.0,2.0,9,22,23,0
1378,2,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",0,12,12.0,0.0,0.0,9,22,23,0
1379,1,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",0,2,2.0,0.0,0.0,9,22,23,0
1380,1,"[2016-09-22 23:00:00,2016-09-22 23:20:00)",1,18,0.0,9.0,9.0,9,22,23,0
1381,3,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",0,7,7.0,0.0,0.0,9,22,23,20
1382,3,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",1,12,0.0,12.0,0.0,9,22,23,20
1383,1,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",0,6,6.0,0.0,0.0,9,22,23,20
1384,1,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",1,13,0.0,10.0,3.0,9,22,23,20
1385,2,"[2016-09-22 23:20:00,2016-09-22 23:40:00)",0,11,11.0,0.0,0.0,9,22,23,20
1386,3,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",0,12,12.0,0.0,0.0,9,22,23,40
1387,3,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",1,10,0.0,9.0,1.0,9,22,23,40
1388,1,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",0,5,5.0,0.0,0.0,9,22,23,40
1389,1,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",1,13,0.0,5.0,8.0,9,22,23,40
1390,2,"[2016-09-22 23:40:00,2016-09-23 00:00:00)",0,7,7.0,0.0,0.0,9,22,23,40
1391,3,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",0,17,17.0,0.0,0.0,9,23,0,0
1392,3,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",1,141,0.0,114.0,27.0,9,23,0,0
1393,1,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",0,10,10.0,0.0,0.0,9,23,0,0
1394,1,"[2016-09-23 00:00:00,2016-09-23 00:20:00)",1,101,0.0,78.0,23.0,9,23,0,0
1395,3,"[2016-09-23 00:20:00,2016-09-23 00:40:00)",0,12,12.0,0.0,0.0,9,23,0,20
1396,3,"[2016-09-23 00:20:00,2016-09-23 00:40:00)",1,93,0.0,82.0,11.0,9,23,0,20
1397,1,"[2016-09-23 00:20:00,2016-09-23 00:40:00)",0,11,11.0,0.0,0.0,9,23,0,20
1398,1,"[2016-09-23 00:20:00,2016-09-23 00:40:00)",1,82,0.0,59.0,23.0,9,23,0,20
1399,2,"[2016-09-23 00:20:00,2016-09-23 00:40:00)",0,4,4.0,0.0,0.0,9,23,0,20
1400,3,"[2016-09-23 00:40:00,2016-09-23 01:00:00)",0,15,15.0,0.0,0.0,9,23,0,40
1401,3,"[2016-09-23 00:40:00,2016-09-23 01:00:00)",1,79,0.0,71.0,8.0,9,23,0,40
1402,1,"[2016-09-23 00:40:00,2016-09-23 01:00:00)",0,8,8.0,0.0,0.0,9,23,0,40
1403,1,"[2016-09-23 00:40:00,2016-09-23 01:00:00)",1,46,0.0,36.0,10.0,9,23,0,40
1404,2,"[2016-09-23 00:40:00,2016-09-23 01:00:00)",0,1,1.0,0.0,0.0,9,23,0,40
1405,3,"[2016-09-23 01:00:00,2016-09-23 01:20:00)",0,16,16.0,0.0,0.0,9,23,1,0
1406,3,"[2016-09-23 01:00:00,2016-09-23 01:20:00)",1,6,0.0,4.0,2.0,9,23,1,0
1407,1,"[2016-09-23 01:00:00,2016-09-23 01:20:00)",0,9,9.0,0.0,0.0,9,23,1,0
1408,1,"[2016-09-23 01:00:00,2016-09-23 01:20:00)",1,6,0.0,2.0,4.0,9,23,1,0
1409,3,"[2016-09-23 01:20:00,2016-09-23 01:40:00)",0,12,12.0,0.0,0.0,9,23,1,20
1410,3,"[2016-09-23 01:20:00,2016-09-23 01:40:00)",1,9,0.0,8.0,1.0,9,23,1,20
1411,1,"[2016-09-23 01:20:00,2016-09-23 01:40:00)",0,5,5.0,0.0,0.0,9,23,1,20
1412,1,"[2016-09-23 01:20:00,2016-09-23 01:40:00)",1,10,0.0,6.0,4.0,9,23,1,20
1413,2,"[2016-09-23 01:20:00,2016-09-23 01:40:00)",0,1,1.0,0.0,0.0,9,23,1,20
1414,3,"[2016-09-23 01:40:00,2016-09-23 02:00:00)",0,19,19.0,0.0,0.0,9,23,1,40
1415,3,"[2016-09-23 01:40:00,2016-09-23 02:00:00)",1,4,0.0,2.0,2.0,9,23,1,40
1416,1,"[2016-09-23 01:40:00,2016-09-23 02:00:00)",0,7,7.0,0.0,0.0,9,23,1,40
1417,1,"[2016-09-23 01:40:00,2016-09-23 02:00:00)",1,8,0.0,3.0,5.0,9,23,1,40
1418,3,"[2016-09-23 02:00:00,2016-09-23 02:20:00)",0,11,11.0,0.0,0.0,9,23,2,0
1419,3,"[2016-09-23 02:00:00,2016-09-23 02:20:00)",1,8,0.0,4.0,4.0,9,23,2,0
1420,1,"[2016-09-23 02:00:00,2016-09-23 02:20:00)",0,4,4.0,0.0,0.0,9,23,2,0
1421,1,"[2016-09-23 02:00:00,2016-09-23 02:20:00)",1,5,0.0,1.0,4.0,9,23,2,0
1422,3,"[2016-09-23 02:20:00,2016-09-23 02:40:00)",0,14,14.0,0.0,0.0,9,23,2,20
1423,3,"[2016-09-23 02:20:00,2016-09-23 02:40:00)",1,3,0.0,3.0,0.0,9,23,2,20
1424,1,"[2016-09-23 02:20:00,2016-09-23 02:40:00)",0,5,5.0,0.0,0.0,9,23,2,20
1425,1,"[2016-09-23 02:20:00,2016-09-23 02:40:00)",1,7,0.0,3.0,4.0,9,23,2,20
1426,3,"[2016-09-23 02:40:00,2016-09-23 03:00:00)",0,17,17.0,0.0,0.0,9,23,2,40
1427,3,"[2016-09-23 02:40:00,2016-09-23 03:00:00)",1,5,0.0,4.0,1.0,9,23,2,40
1428,1,"[2016-09-23 02:40:00,2016-09-23 03:00:00)",0,9,9.0,0.0,0.0,9,23,2,40
1429,1,"[2016-09-23 02:40:00,2016-09-23 03:00:00)",1,10,0.0,2.0,8.0,9,23,2,40
1430,3,"[2016-09-23 03:00:00,2016-09-23 03:20:00)",0,14,14.0,0.0,0.0,9,23,3,0
1431,3,"[2016-09-23 03:00:00,2016-09-23 03:20:00)",1,9,0.0,6.0,3.0,9,23,3,0
1432,1,"[2016-09-23 03:00:00,2016-09-23 03:20:00)",0,8,8.0,0.0,0.0,9,23,3,0
1433,1,"[2016-09-23 03:00:00,2016-09-23 03:20:00)",1,12,0.0,5.0,7.0,9,23,3,0
1434,1,"[2016-09-23 03:20:00,2016-09-23 03:40:00)",0,13,13.0,0.0,0.0,9,23,3,20
1435,1,"[2016-09-23 03:20:00,2016-09-23 03:40:00)",1,14,0.0,5.0,9.0,9,23,3,20
1436,3,"[2016-09-23 03:20:00,2016-09-23 03:40:00)",0,11,11.0,0.0,0.0,9,23,3,20
1437,3,"[2016-09-23 03:20:00,2016-09-23 03:40:00)",1,5,0.0,2.0,3.0,9,23,3,20
1438,3,"[2016-09-23 03:40:00,2016-09-23 04:00:00)",0,12,12.0,0.0,0.0,9,23,3,40
1439,3,"[2016-09-23 03:40:00,2016-09-23 04:00:00)",1,9,0.0,3.0,6.0,9,23,3,40
1440,1,"[2016-09-23 03:40:00,2016-09-23 04:00:00)",0,10,10.0,0.0,0.0,9,23,3,40
1441,1,"[2016-09-23 03:40:00,2016-09-23 04:00:00)",1,15,0.0,2.0,13.0,9,23,3,40
1442,3,"[2016-09-23 04:00:00,2016-09-23 04:20:00)",0,12,12.0,0.0,0.0,9,23,4,0
1443,3,"[2016-09-23 04:00:00,2016-09-23 04:20:00)",1,5,0.0,3.0,2.0,9,23,4,0
1444,1,"[2016-09-23 04:00:00,2016-09-23 04:20:00)",0,7,7.0,0.0,0.0,9,23,4,0
1445,1,"[2016-09-23 04:00:00,2016-09-23 04:20:00)",1,15,0.0,8.0,7.0,9,23,4,0
1446,3,"[2016-09-23 04:20:00,2016-09-23 04:40:00)",0,11,11.0,0.0,0.0,9,23,4,20
1447,3,"[2016-09-23 04:20:00,2016-09-23 04:40:00)",1,3,0.0,0.0,3.0,9,23,4,20
1448,1,"[2016-09-23 04:20:00,2016-09-23 04:40:00)",0,11,11.0,0.0,0.0,9,23,4,20
1449,1,"[2016-09-23 04:20:00,2016-09-23 04:40:00)",1,23,0.0,10.0,13.0,9,23,4,20
1450,1,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,15,15.0,0.0,0.0,9,23,4,40
1451,1,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",1,19,0.0,8.0,11.0,9,23,4,40
1452,3,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,10,10.0,0.0,0.0,9,23,4,40
1453,3,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",1,4,0.0,1.0,3.0,9,23,4,40
1454,2,"[2016-09-23 04:40:00,2016-09-23 05:00:00)",0,1,1.0,0.0,0.0,9,23,4,40
1455,3,"[2016-09-23 05:00:00,2016-09-23 05:20:00)",0,9,9.0,0.0,0.0,9,23,5,0
1456,3,"[2016-09-23 05:00:00,2016-09-23 05:20:00)",1,8,0.0,1.0,7.0,9,23,5,0
1457,1,"[2016-09-23 05:00:00,2016-09-23 05:20:00)",0,6,6.0,0.0,0.0,9,23,5,0
1458,1,"[2016-09-23 05:00:00,2016-09-23 05:20:00)",1,34,0.0,17.0,17.0,9,23,5,0
1459,2,"[2016-09-23 05:00:00,2016-09-23 05:20:00)",0,8,8.0,0.0,0.0,9,23,5,0
1460,3,"[2016-09-23 05:20:00,2016-09-23 05:40:00)",0,16,16.0,0.0,0.0,9,23,5,20
1461,3,"[2016-09-23 05:20:00,2016-09-23 05:40:00)",1,11,0.0,5.0,6.0,9,23,5,20
1462,2,"[2016-09-23 05:20:00,2016-09-23 05:40:00)",0,17,17.0,0.0,0.0,9,23,5,20
1463,1,"[2016-09-23 05:20:00,2016-09-23 05:40:00)",0,5,5.0,0.0,0.0,9,23,5,20
1464,1,"[2016-09-23 05:20:00,2016-09-23 05:40:00)",1,29,0.0,9.0,20.0,9,23,5,20
1465,3,"[2016-09-23 05:40:00,2016-09-23 06:00:00)",0,25,25.0,0.0,0.0,9,23,5,40
1466,3,"[2016-09-23 05:40:00,2016-09-23 06:00:00)",1,22,0.0,10.0,12.0,9,23,5,40
1467,1,"[2016-09-23 05:40:00,2016-09-23 06:00:00)",0,7,7.0,0.0,0.0,9,23,5,40
1468,1,"[2016-09-23 05:40:00,2016-09-23 06:00:00)",1,38,0.0,17.0,21.0,9,23,5,40
1469,2,"[2016-09-23 05:40:00,2016-09-23 06:00:00)",0,26,26.0,0.0,0.0,9,23,5,40
1470,3,"[2016-09-23 06:00:00,2016-09-23 06:20:00)",0,23,23.0,0.0,0.0,9,23,6,0
1471,3,"[2016-09-23 06:00:00,2016-09-23 06:20:00)",1,28,0.0,11.0,17.0,9,23,6,0
1472,2,"[2016-09-23 06:00:00,2016-09-23 06:20:00)",0,31,31.0,0.0,0.0,9,23,6,0
1473,1,"[2016-09-23 06:00:00,2016-09-23 06:20:00)",0,12,12.0,0.0,0.0,9,23,6,0
1474,1,"[2016-09-23 06:00:00,2016-09-23 06:20:00)",1,22,0.0,9.0,13.0,9,23,6,0
1475,1,"[2016-09-23 06:20:00,2016-09-23 06:40:00)",0,17,17.0,0.0,0.0,9,23,6,20
1476,1,"[2016-09-23 06:20:00,2016-09-23 06:40:00)",1,63,0.0,26.0,37.0,9,23,6,20
1477,3,"[2016-09-23 06:20:00,2016-09-23 06:40:00)",0,60,60.0,0.0,0.0,9,23,6,20
1478,3,"[2016-09-23 06:20:00,2016-09-23 06:40:00)",1,41,0.0,21.0,20.0,9,23,6,20
1479,2,"[2016-09-23 06:20:00,2016-09-23 06:40:00)",0,32,32.0,0.0,0.0,9,23,6,20
1480,2,"[2016-09-23 06:40:00,2016-09-23 07:00:00)",0,54,54.0,0.0,0.0,9,23,6,40
1481,3,"[2016-09-23 06:40:00,2016-09-23 07:00:00)",0,69,69.0,0.0,0.0,9,23,6,40
1482,3,"[2016-09-23 06:40:00,2016-09-23 07:00:00)",1,53,0.0,38.0,15.0,9,23,6,40
1483,1,"[2016-09-23 06:40:00,2016-09-23 07:00:00)",0,32,32.0,0.0,0.0,9,23,6,40
