"intersection_id","tollgate_id","time_window","avg_travel_time","start_month","start_day","start_hour","start_minute"
"B","1","[2016-10-04 13:40:00,2016-10-04 14:00:00)","85.9","10","4","13","40"
"B","1","[2016-10-04 14:00:00,2016-10-04 14:20:00)","128.14","10","4","14","0"
"B","1","[2016-10-04 14:20:00,2016-10-04 14:40:00)","103.91","10","4","14","20"
"B","1","[2016-10-04 14:40:00,2016-10-04 15:00:00)","116.91","10","4","14","40"
"B","1","[2016-10-04 15:00:00,2016-10-04 15:20:00)","129.41","10","4","15","0"
"B","1","[2016-10-04 15:20:00,2016-10-04 15:40:00)","116.22","10","4","15","20"
"B","1","[2016-10-04 15:40:00,2016-10-04 16:00:00)","109.29","10","4","15","40"
"B","1","[2016-10-04 16:20:00,2016-10-04 16:40:00)","141.59","10","4","16","20"
"B","1","[2016-10-04 16:40:00,2016-10-04 17:00:00)","112.63","10","4","16","40"
"B","1","[2016-10-04 17:00:00,2016-10-04 17:20:00)","105.02","10","4","17","0"
"B","1","[2016-10-04 17:20:00,2016-10-04 17:40:00)","115.22","10","4","17","20"
"B","1","[2016-10-04 17:40:00,2016-10-04 18:00:00)","111.96","10","4","17","40"
"B","1","[2016-10-04 18:00:00,2016-10-04 18:20:00)","130.99","10","4","18","0"
"B","1","[2016-10-04 18:20:00,2016-10-04 18:40:00)","92.19","10","4","18","20"
"B","1","[2016-10-04 18:40:00,2016-10-04 19:00:00)","171.22","10","4","18","40"
"B","1","[2016-10-04 19:00:00,2016-10-04 19:20:00)","147.87","10","4","19","0"
"B","1","[2016-10-04 19:20:00,2016-10-04 19:40:00)","138.21","10","4","19","20"
"B","1","[2016-10-04 19:40:00,2016-10-04 20:00:00)","98.48","10","4","19","40"
"B","1","[2016-10-04 20:00:00,2016-10-04 20:20:00)","94.07","10","4","20","0"
"B","1","[2016-10-04 20:20:00,2016-10-04 20:40:00)","91.29","10","4","20","20"
"B","1","[2016-10-04 20:40:00,2016-10-04 21:00:00)","118.38","10","4","20","40"
"B","1","[2016-10-04 21:40:00,2016-10-04 22:00:00)","109.14","10","4","21","40"
"B","1","[2016-10-04 22:00:00,2016-10-04 22:20:00)","80.23","10","4","22","0"
"B","1","[2016-10-04 22:20:00,2016-10-04 22:40:00)","132.38","10","4","22","20"
"B","1","[2016-10-04 23:00:00,2016-10-04 23:20:00)","91.73","10","4","23","0"
"B","1","[2016-10-04 23:40:00,2016-10-05 00:00:00)","81.92","10","4","23","40"
"B","1","[2016-10-05 00:40:00,2016-10-05 01:00:00)","64.63","10","5","0","40"
"B","1","[2016-10-05 01:00:00,2016-10-05 01:20:00)","73.65","10","5","1","0"
"B","1","[2016-10-05 02:00:00,2016-10-05 02:20:00)","140.96","10","5","2","0"
"B","1","[2016-10-05 04:00:00,2016-10-05 04:20:00)","107.57","10","5","4","0"
"B","1","[2016-10-05 06:00:00,2016-10-05 06:20:00)","196.09","10","5","6","0"
"B","1","[2016-10-05 06:20:00,2016-10-05 06:40:00)","121.62","10","5","6","20"
"B","1","[2016-10-05 06:40:00,2016-10-05 07:00:00)","107.91","10","5","6","40"
"B","1","[2016-10-05 07:00:00,2016-10-05 07:20:00)","87.75","10","5","7","0"
"B","1","[2016-10-05 07:20:00,2016-10-05 07:40:00)","116.76","10","5","7","20"
"B","1","[2016-10-05 07:40:00,2016-10-05 08:00:00)","86.16","10","5","7","40"
"B","1","[2016-10-05 08:00:00,2016-10-05 08:20:00)","103.06","10","5","8","0"
"B","1","[2016-10-05 08:20:00,2016-10-05 08:40:00)","94.97","10","5","8","20"
"B","1","[2016-10-05 08:40:00,2016-10-05 09:00:00)","88.77","10","5","8","40"
"B","1","[2016-10-05 09:00:00,2016-10-05 09:20:00)","113.78","10","5","9","0"
"B","1","[2016-10-05 09:20:00,2016-10-05 09:40:00)","127.37","10","5","9","20"
"B","1","[2016-10-05 09:40:00,2016-10-05 10:00:00)","131.79","10","5","9","40"
"B","1","[2016-10-05 10:00:00,2016-10-05 10:20:00)","129.09","10","5","10","0"
"B","1","[2016-10-05 10:20:00,2016-10-05 10:40:00)","122.08","10","5","10","20"
"B","1","[2016-10-05 10:40:00,2016-10-05 11:00:00)","149.86","10","5","10","40"
"B","1","[2016-10-05 11:00:00,2016-10-05 11:20:00)","148.01","10","5","11","0"
"B","1","[2016-10-05 11:20:00,2016-10-05 11:40:00)","81.45","10","5","11","20"
"B","1","[2016-10-05 12:00:00,2016-10-05 12:20:00)","88.71","10","5","12","0"
"B","1","[2016-10-05 12:20:00,2016-10-05 12:40:00)","123.12","10","5","12","20"
"B","1","[2016-10-05 12:40:00,2016-10-05 13:00:00)","108.8","10","5","12","40"
"B","1","[2016-10-05 13:00:00,2016-10-05 13:20:00)","100.06","10","5","13","0"
"B","1","[2016-10-05 13:20:00,2016-10-05 13:40:00)","143.6","10","5","13","20"
"B","1","[2016-10-05 13:40:00,2016-10-05 14:00:00)","117.0","10","5","13","40"
"B","1","[2016-10-05 14:00:00,2016-10-05 14:20:00)","112.1","10","5","14","0"
"B","1","[2016-10-05 14:20:00,2016-10-05 14:40:00)","116.83","10","5","14","20"
"B","1","[2016-10-05 14:40:00,2016-10-05 15:00:00)","141.14","10","5","14","40"
"B","1","[2016-10-05 15:00:00,2016-10-05 15:20:00)","113.21","10","5","15","0"
"B","1","[2016-10-05 15:20:00,2016-10-05 15:40:00)","108.99","10","5","15","20"
"B","1","[2016-10-05 15:40:00,2016-10-05 16:00:00)","123.1","10","5","15","40"
"B","1","[2016-10-05 16:00:00,2016-10-05 16:20:00)","123.07","10","5","16","0"
"B","1","[2016-10-05 16:20:00,2016-10-05 16:40:00)","128.24","10","5","16","20"
"B","1","[2016-10-05 16:40:00,2016-10-05 17:00:00)","100.03","10","5","16","40"
"B","1","[2016-10-05 17:00:00,2016-10-05 17:20:00)","127.02","10","5","17","0"
"B","1","[2016-10-05 17:20:00,2016-10-05 17:40:00)","101.64","10","5","17","20"
"B","1","[2016-10-05 17:40:00,2016-10-05 18:00:00)","114.28","10","5","17","40"
"B","1","[2016-10-05 18:00:00,2016-10-05 18:20:00)","123.89","10","5","18","0"
"B","1","[2016-10-05 18:20:00,2016-10-05 18:40:00)","115.79","10","5","18","20"
"B","1","[2016-10-05 18:40:00,2016-10-05 19:00:00)","124.75","10","5","18","40"
"B","1","[2016-10-05 19:00:00,2016-10-05 19:20:00)","130.17","10","5","19","0"
"B","1","[2016-10-05 19:20:00,2016-10-05 19:40:00)","126.08","10","5","19","20"
"B","1","[2016-10-05 19:40:00,2016-10-05 20:00:00)","133.5","10","5","19","40"
"B","1","[2016-10-05 20:00:00,2016-10-05 20:20:00)","82.1","10","5","20","0"
"B","1","[2016-10-05 20:20:00,2016-10-05 20:40:00)","122.96","10","5","20","20"
"B","1","[2016-10-05 20:40:00,2016-10-05 21:00:00)","138.31","10","5","20","40"
"B","1","[2016-10-05 21:00:00,2016-10-05 21:20:00)","99.31","10","5","21","0"
"B","1","[2016-10-05 21:20:00,2016-10-05 21:40:00)","116.22","10","5","21","20"
"B","1","[2016-10-05 21:40:00,2016-10-05 22:00:00)","111.17","10","5","21","40"
"B","1","[2016-10-05 22:20:00,2016-10-05 22:40:00)","114.52","10","5","22","20"
"B","1","[2016-10-05 23:20:00,2016-10-05 23:40:00)","82.09","10","5","23","20"
"B","1","[2016-10-05 23:40:00,2016-10-06 00:00:00)","113.22","10","5","23","40"
"B","1","[2016-10-06 02:40:00,2016-10-06 03:00:00)","71.01","10","6","2","40"
"B","1","[2016-10-06 03:00:00,2016-10-06 03:20:00)","100.43","10","6","3","0"
"B","1","[2016-10-06 03:20:00,2016-10-06 03:40:00)","86.38","10","6","3","20"
"B","1","[2016-10-06 04:00:00,2016-10-06 04:20:00)","100.69","10","6","4","0"
"B","1","[2016-10-06 05:00:00,2016-10-06 05:20:00)","68.13","10","6","5","0"
"B","1","[2016-10-06 05:20:00,2016-10-06 05:40:00)","74.89","10","6","5","20"
"B","1","[2016-10-06 05:40:00,2016-10-06 06:00:00)","107.91","10","6","5","40"
"B","1","[2016-10-06 06:00:00,2016-10-06 06:20:00)","229.3","10","6","6","0"
"B","1","[2016-10-06 06:20:00,2016-10-06 06:40:00)","104.18","10","6","6","20"
"B","1","[2016-10-06 06:40:00,2016-10-06 07:00:00)","144.19","10","6","6","40"
"B","1","[2016-10-06 07:00:00,2016-10-06 07:20:00)","93.2","10","6","7","0"
"B","1","[2016-10-06 07:20:00,2016-10-06 07:40:00)","124.11","10","6","7","20"
"B","1","[2016-10-06 07:40:00,2016-10-06 08:00:00)","103.22","10","6","7","40"
"B","1","[2016-10-06 08:00:00,2016-10-06 08:20:00)","103.06","10","6","8","0"
"B","1","[2016-10-06 08:20:00,2016-10-06 08:40:00)","101.16","10","6","8","20"
"B","1","[2016-10-06 08:40:00,2016-10-06 09:00:00)","103.59","10","6","8","40"
"B","1","[2016-10-06 09:00:00,2016-10-06 09:20:00)","101.03","10","6","9","0"
"B","1","[2016-10-06 09:20:00,2016-10-06 09:40:00)","102.44","10","6","9","20"
"B","1","[2016-10-06 09:40:00,2016-10-06 10:00:00)","120.66","10","6","9","40"
"B","1","[2016-10-06 10:00:00,2016-10-06 10:20:00)","134.89","10","6","10","0"
"B","1","[2016-10-06 10:20:00,2016-10-06 10:40:00)","136.83","10","6","10","20"
"B","1","[2016-10-06 10:40:00,2016-10-06 11:00:00)","197.5","10","6","10","40"
"B","1","[2016-10-06 11:00:00,2016-10-06 11:20:00)","108.52","10","6","11","0"
"B","1","[2016-10-06 11:20:00,2016-10-06 11:40:00)","90.14","10","6","11","20"
"B","1","[2016-10-06 11:40:00,2016-10-06 12:00:00)","118.67","10","6","11","40"
"B","1","[2016-10-06 12:00:00,2016-10-06 12:20:00)","75.82","10","6","12","0"
"B","1","[2016-10-06 12:20:00,2016-10-06 12:40:00)","110.75","10","6","12","20"
"B","1","[2016-10-06 12:40:00,2016-10-06 13:00:00)","97.67","10","6","12","40"
"B","1","[2016-10-06 13:00:00,2016-10-06 13:20:00)","96.93","10","6","13","0"
"B","1","[2016-10-06 13:20:00,2016-10-06 13:40:00)","112.94","10","6","13","20"
"B","1","[2016-10-06 13:40:00,2016-10-06 14:00:00)","124.69","10","6","13","40"
"B","1","[2016-10-06 14:00:00,2016-10-06 14:20:00)","132.2","10","6","14","0"
"B","1","[2016-10-06 14:20:00,2016-10-06 14:40:00)","174.17","10","6","14","20"
"B","1","[2016-10-06 14:40:00,2016-10-06 15:00:00)","182.0","10","6","14","40"
"B","1","[2016-10-06 15:00:00,2016-10-06 15:20:00)","151.17","10","6","15","0"
"B","1","[2016-10-06 15:20:00,2016-10-06 15:40:00)","105.56","10","6","15","20"
"B","1","[2016-10-06 15:40:00,2016-10-06 16:00:00)","99.32","10","6","15","40"
"B","1","[2016-10-06 16:00:00,2016-10-06 16:20:00)","108.81","10","6","16","0"
"B","1","[2016-10-06 16:20:00,2016-10-06 16:40:00)","115.96","10","6","16","20"
"B","1","[2016-10-06 16:40:00,2016-10-06 17:00:00)","191.62","10","6","16","40"
"B","1","[2016-10-06 17:00:00,2016-10-06 17:20:00)","90.69","10","6","17","0"
"B","1","[2016-10-06 17:20:00,2016-10-06 17:40:00)","100.97","10","6","17","20"
"B","1","[2016-10-06 17:40:00,2016-10-06 18:00:00)","136.07","10","6","17","40"
"B","1","[2016-10-06 18:00:00,2016-10-06 18:20:00)","102.66","10","6","18","0"
"B","1","[2016-10-06 18:20:00,2016-10-06 18:40:00)","142.64","10","6","18","20"
"B","1","[2016-10-06 18:40:00,2016-10-06 19:00:00)","109.87","10","6","18","40"
"B","1","[2016-10-06 19:20:00,2016-10-06 19:40:00)","118.18","10","6","19","20"
"B","1","[2016-10-06 19:40:00,2016-10-06 20:00:00)","123.05","10","6","19","40"
"B","1","[2016-10-06 20:00:00,2016-10-06 20:20:00)","111.89","10","6","20","0"
"B","1","[2016-10-06 20:20:00,2016-10-06 20:40:00)","94.59","10","6","20","20"
"B","1","[2016-10-06 20:40:00,2016-10-06 21:00:00)","107.88","10","6","20","40"
"B","1","[2016-10-06 21:00:00,2016-10-06 21:20:00)","124.97","10","6","21","0"
"B","1","[2016-10-06 21:20:00,2016-10-06 21:40:00)","88.56","10","6","21","20"
"B","1","[2016-10-06 21:40:00,2016-10-06 22:00:00)","81.0","10","6","21","40"
"B","1","[2016-10-06 22:00:00,2016-10-06 22:20:00)","112.12","10","6","22","0"
"B","1","[2016-10-06 22:20:00,2016-10-06 22:40:00)","89.49","10","6","22","20"
"B","1","[2016-10-06 23:00:00,2016-10-06 23:20:00)","129.58","10","6","23","0"
"B","1","[2016-10-06 23:20:00,2016-10-06 23:40:00)","96.11","10","6","23","20"
"B","1","[2016-10-06 23:40:00,2016-10-07 00:00:00)","102.11","10","6","23","40"
"B","1","[2016-10-07 00:00:00,2016-10-07 00:20:00)","68.2","10","7","0","0"
"B","1","[2016-10-07 01:00:00,2016-10-07 01:20:00)","104.67","10","7","1","0"
"B","1","[2016-10-07 01:20:00,2016-10-07 01:40:00)","75.05","10","7","1","20"
"B","1","[2016-10-07 03:00:00,2016-10-07 03:20:00)","73.48","10","7","3","0"
"B","1","[2016-10-07 04:20:00,2016-10-07 04:40:00)","77.42","10","7","4","20"
"B","1","[2016-10-07 05:00:00,2016-10-07 05:20:00)","36.98","10","7","5","0"
"B","1","[2016-10-07 05:20:00,2016-10-07 05:40:00)","167.46","10","7","5","20"
"B","1","[2016-10-07 06:00:00,2016-10-07 06:20:00)","101.42","10","7","6","0"
"B","1","[2016-10-07 06:20:00,2016-10-07 06:40:00)","79.97","10","7","6","20"
"B","1","[2016-10-07 06:40:00,2016-10-07 07:00:00)","124.89","10","7","6","40"
"B","1","[2016-10-07 07:00:00,2016-10-07 07:20:00)","83.97","10","7","7","0"
"B","1","[2016-10-07 07:20:00,2016-10-07 07:40:00)","106.35","10","7","7","20"
"B","1","[2016-10-07 07:40:00,2016-10-07 08:00:00)","96.91","10","7","7","40"
"B","1","[2016-10-07 08:00:00,2016-10-07 08:20:00)","120.16","10","7","8","0"
"B","1","[2016-10-07 08:20:00,2016-10-07 08:40:00)","137.45","10","7","8","20"
"B","1","[2016-10-07 08:40:00,2016-10-07 09:00:00)","135.09","10","7","8","40"
"B","1","[2016-10-07 09:00:00,2016-10-07 09:20:00)","137.65","10","7","9","0"
"B","1","[2016-10-07 09:20:00,2016-10-07 09:40:00)","86.96","10","7","9","20"
"B","1","[2016-10-07 09:40:00,2016-10-07 10:00:00)","107.42","10","7","9","40"
"B","1","[2016-10-07 10:00:00,2016-10-07 10:20:00)","92.84","10","7","10","0"
"B","1","[2016-10-07 10:20:00,2016-10-07 10:40:00)","123.49","10","7","10","20"
"B","1","[2016-10-07 10:40:00,2016-10-07 11:00:00)","112.74","10","7","10","40"
"B","1","[2016-10-07 11:00:00,2016-10-07 11:20:00)","140.0","10","7","11","0"
"B","1","[2016-10-07 11:20:00,2016-10-07 11:40:00)","109.24","10","7","11","20"
"B","1","[2016-10-07 11:40:00,2016-10-07 12:00:00)","126.91","10","7","11","40"
"B","1","[2016-10-07 12:00:00,2016-10-07 12:20:00)","118.49","10","7","12","0"
"B","1","[2016-10-07 12:20:00,2016-10-07 12:40:00)","109.49","10","7","12","20"
"B","1","[2016-10-07 12:40:00,2016-10-07 13:00:00)","94.1","10","7","12","40"
"B","1","[2016-10-07 13:00:00,2016-10-07 13:20:00)","122.15","10","7","13","0"
"B","1","[2016-10-07 13:20:00,2016-10-07 13:40:00)","119.34","10","7","13","20"
"B","1","[2016-10-07 13:40:00,2016-10-07 14:00:00)","131.25","10","7","13","40"
"B","1","[2016-10-07 14:00:00,2016-10-07 14:20:00)","149.77","10","7","14","0"
"B","1","[2016-10-07 14:20:00,2016-10-07 14:40:00)","129.48","10","7","14","20"
"B","1","[2016-10-07 14:40:00,2016-10-07 15:00:00)","110.54","10","7","14","40"
"B","1","[2016-10-07 15:00:00,2016-10-07 15:20:00)","110.07","10","7","15","0"
"B","1","[2016-10-07 15:20:00,2016-10-07 15:40:00)","112.81","10","7","15","20"
"B","1","[2016-10-07 15:40:00,2016-10-07 16:00:00)","132.51","10","7","15","40"
"B","1","[2016-10-07 16:00:00,2016-10-07 16:20:00)","114.58","10","7","16","0"
"B","1","[2016-10-07 16:20:00,2016-10-07 16:40:00)","105.95","10","7","16","20"
"B","1","[2016-10-07 16:40:00,2016-10-07 17:00:00)","121.84","10","7","16","40"
"B","1","[2016-10-07 17:00:00,2016-10-07 17:20:00)","121.16","10","7","17","0"
"B","1","[2016-10-07 17:20:00,2016-10-07 17:40:00)","90.77","10","7","17","20"
"B","1","[2016-10-07 17:40:00,2016-10-07 18:00:00)","142.78","10","7","17","40"
"B","1","[2016-10-07 18:00:00,2016-10-07 18:20:00)","120.7","10","7","18","0"
"B","1","[2016-10-07 18:20:00,2016-10-07 18:40:00)","128.01","10","7","18","20"
"B","1","[2016-10-07 18:40:00,2016-10-07 19:00:00)","304.48","10","7","18","40"
"B","1","[2016-10-07 19:00:00,2016-10-07 19:20:00)","203.67","10","7","19","0"
"B","1","[2016-10-07 19:20:00,2016-10-07 19:40:00)","125.92","10","7","19","20"
"B","1","[2016-10-07 19:40:00,2016-10-07 20:00:00)","141.98","10","7","19","40"
"B","1","[2016-10-07 20:00:00,2016-10-07 20:20:00)","126.88","10","7","20","0"
"B","1","[2016-10-07 20:20:00,2016-10-07 20:40:00)","92.48","10","7","20","20"
"B","1","[2016-10-07 21:00:00,2016-10-07 21:20:00)","82.12","10","7","21","0"
"B","1","[2016-10-07 21:20:00,2016-10-07 21:40:00)","99.68","10","7","21","20"
"B","1","[2016-10-07 23:00:00,2016-10-07 23:20:00)","85.44","10","7","23","0"
"B","1","[2016-10-07 23:40:00,2016-10-08 00:00:00)","77.7","10","7","23","40"
"B","1","[2016-10-08 01:20:00,2016-10-08 01:40:00)","106.1","10","8","1","20"
"B","1","[2016-10-08 02:20:00,2016-10-08 02:40:00)","138.56","10","8","2","20"
"B","1","[2016-10-08 04:20:00,2016-10-08 04:40:00)","133.28","10","8","4","20"
"B","1","[2016-10-08 04:40:00,2016-10-08 05:00:00)","102.69","10","8","4","40"
"B","1","[2016-10-08 05:20:00,2016-10-08 05:40:00)","80.04","10","8","5","20"
"B","1","[2016-10-08 06:00:00,2016-10-08 06:20:00)","116.34","10","8","6","0"
"B","1","[2016-10-08 06:40:00,2016-10-08 07:00:00)","126.04","10","8","6","40"
"B","1","[2016-10-08 07:00:00,2016-10-08 07:20:00)","147.32","10","8","7","0"
"B","1","[2016-10-08 08:00:00,2016-10-08 08:20:00)","91.34","10","8","8","0"
"B","1","[2016-10-08 08:20:00,2016-10-08 08:40:00)","83.81","10","8","8","20"
"B","1","[2016-10-08 08:40:00,2016-10-08 09:00:00)","101.6","10","8","8","40"
"B","1","[2016-10-08 09:00:00,2016-10-08 09:20:00)","109.67","10","8","9","0"
"B","1","[2016-10-08 09:20:00,2016-10-08 09:40:00)","106.6","10","8","9","20"
"B","1","[2016-10-08 09:40:00,2016-10-08 10:00:00)","97.46","10","8","9","40"
"B","1","[2016-10-08 10:00:00,2016-10-08 10:20:00)","94.69","10","8","10","0"
"B","1","[2016-10-08 10:20:00,2016-10-08 10:40:00)","98.28","10","8","10","20"
"B","1","[2016-10-08 11:00:00,2016-10-08 11:20:00)","117.1","10","8","11","0"
"B","1","[2016-10-08 11:40:00,2016-10-08 12:00:00)","109.72","10","8","11","40"
"B","1","[2016-10-08 12:00:00,2016-10-08 12:20:00)","98.39","10","8","12","0"
"B","1","[2016-10-08 12:20:00,2016-10-08 12:40:00)","86.37","10","8","12","20"
"B","1","[2016-10-08 12:40:00,2016-10-08 13:00:00)","101.49","10","8","12","40"
"B","1","[2016-10-08 13:00:00,2016-10-08 13:20:00)","105.53","10","8","13","0"
"B","1","[2016-10-08 13:20:00,2016-10-08 13:40:00)","125.4","10","8","13","20"
"B","1","[2016-10-08 13:40:00,2016-10-08 14:00:00)","115.05","10","8","13","40"
"B","1","[2016-10-08 14:00:00,2016-10-08 14:20:00)","106.97","10","8","14","0"
"B","1","[2016-10-08 14:20:00,2016-10-08 14:40:00)","163.23","10","8","14","20"
"B","1","[2016-10-08 14:40:00,2016-10-08 15:00:00)","92.39","10","8","14","40"
"B","1","[2016-10-08 15:00:00,2016-10-08 15:20:00)","116.77","10","8","15","0"
"B","1","[2016-10-08 15:20:00,2016-10-08 15:40:00)","131.72","10","8","15","20"
"B","1","[2016-10-08 15:40:00,2016-10-08 16:00:00)","93.33","10","8","15","40"
"B","1","[2016-10-08 16:00:00,2016-10-08 16:20:00)","107.75","10","8","16","0"
"B","1","[2016-10-08 16:20:00,2016-10-08 16:40:00)","114.45","10","8","16","20"
"B","1","[2016-10-08 17:40:00,2016-10-08 18:00:00)","174.79","10","8","17","40"
"B","1","[2016-10-08 18:20:00,2016-10-08 18:40:00)","151.36","10","8","18","20"
"B","1","[2016-10-08 18:40:00,2016-10-08 19:00:00)","109.71","10","8","18","40"
"B","1","[2016-10-08 19:20:00,2016-10-08 19:40:00)","94.32","10","8","19","20"
"B","1","[2016-10-08 20:20:00,2016-10-08 20:40:00)","125.67","10","8","20","20"
"B","1","[2016-10-08 20:40:00,2016-10-08 21:00:00)","99.92","10","8","20","40"
"B","1","[2016-10-08 21:00:00,2016-10-08 21:20:00)","117.66","10","8","21","0"
"B","1","[2016-10-08 21:20:00,2016-10-08 21:40:00)","95.51","10","8","21","20"
"B","1","[2016-10-08 22:00:00,2016-10-08 22:20:00)","99.67","10","8","22","0"
"B","1","[2016-10-08 23:00:00,2016-10-08 23:20:00)","43.85","10","8","23","0"
"B","1","[2016-10-08 23:40:00,2016-10-09 00:00:00)","195.3","10","8","23","40"
"B","1","[2016-10-09 03:20:00,2016-10-09 03:40:00)","98.45","10","9","3","20"
"B","1","[2016-10-09 05:40:00,2016-10-09 06:00:00)","136.71","10","9","5","40"
"B","1","[2016-10-09 06:40:00,2016-10-09 07:00:00)","130.01","10","9","6","40"
"B","1","[2016-10-09 07:00:00,2016-10-09 07:20:00)","107.26","10","9","7","0"
"B","1","[2016-10-09 07:20:00,2016-10-09 07:40:00)","90.61","10","9","7","20"
"B","1","[2016-10-09 07:40:00,2016-10-09 08:00:00)","75.47","10","9","7","40"
"B","1","[2016-10-09 08:00:00,2016-10-09 08:20:00)","157.97","10","9","8","0"
"B","1","[2016-10-09 08:20:00,2016-10-09 08:40:00)","145.6","10","9","8","20"
"B","1","[2016-10-09 09:00:00,2016-10-09 09:20:00)","135.38","10","9","9","0"
"B","1","[2016-10-09 09:20:00,2016-10-09 09:40:00)","118.21","10","9","9","20"
"B","1","[2016-10-09 09:40:00,2016-10-09 10:00:00)","230.32","10","9","9","40"
"B","1","[2016-10-09 10:00:00,2016-10-09 10:20:00)","127.09","10","9","10","0"
"B","1","[2016-10-09 10:20:00,2016-10-09 10:40:00)","148.25","10","9","10","20"
"B","1","[2016-10-09 10:40:00,2016-10-09 11:00:00)","112.51","10","9","10","40"
"B","1","[2016-10-09 11:00:00,2016-10-09 11:20:00)","112.73","10","9","11","0"
"B","1","[2016-10-09 11:20:00,2016-10-09 11:40:00)","131.16","10","9","11","20"
"B","1","[2016-10-09 11:40:00,2016-10-09 12:00:00)","92.02","10","9","11","40"
"B","1","[2016-10-09 12:00:00,2016-10-09 12:20:00)","96.96","10","9","12","0"
"B","1","[2016-10-09 12:20:00,2016-10-09 12:40:00)","143.09","10","9","12","20"
"B","1","[2016-10-09 12:40:00,2016-10-09 13:00:00)","132.54","10","9","12","40"
"B","1","[2016-10-09 13:00:00,2016-10-09 13:20:00)","122.75","10","9","13","0"
"B","1","[2016-10-09 13:20:00,2016-10-09 13:40:00)","125.48","10","9","13","20"
"B","1","[2016-10-09 13:40:00,2016-10-09 14:00:00)","104.41","10","9","13","40"
"B","1","[2016-10-09 14:00:00,2016-10-09 14:20:00)","116.45","10","9","14","0"
"B","1","[2016-10-09 14:20:00,2016-10-09 14:40:00)","95.97","10","9","14","20"
"B","1","[2016-10-09 14:40:00,2016-10-09 15:00:00)","102.94","10","9","14","40"
"B","1","[2016-10-09 15:00:00,2016-10-09 15:20:00)","136.09","10","9","15","0"
"B","1","[2016-10-09 15:20:00,2016-10-09 15:40:00)","103.94","10","9","15","20"
"B","1","[2016-10-09 15:40:00,2016-10-09 16:00:00)","97.52","10","9","15","40"
"B","1","[2016-10-09 16:20:00,2016-10-09 16:40:00)","123.13","10","9","16","20"
"B","1","[2016-10-09 16:40:00,2016-10-09 17:00:00)","142.56","10","9","16","40"
"B","1","[2016-10-09 17:00:00,2016-10-09 17:20:00)","141.48","10","9","17","0"
"B","1","[2016-10-09 17:40:00,2016-10-09 18:00:00)","161.73","10","9","17","40"
"B","1","[2016-10-09 18:20:00,2016-10-09 18:40:00)","194.92","10","9","18","20"
"B","1","[2016-10-09 18:40:00,2016-10-09 19:00:00)","235.62","10","9","18","40"
"B","1","[2016-10-09 19:00:00,2016-10-09 19:20:00)","132.08","10","9","19","0"
"B","1","[2016-10-09 20:00:00,2016-10-09 20:20:00)","91.44","10","9","20","0"
"B","1","[2016-10-09 20:20:00,2016-10-09 20:40:00)","138.74","10","9","20","20"
"B","1","[2016-10-09 21:00:00,2016-10-09 21:20:00)","73.95","10","9","21","0"
"B","1","[2016-10-09 21:20:00,2016-10-09 21:40:00)","95.79","10","9","21","20"
"B","1","[2016-10-09 21:40:00,2016-10-09 22:00:00)","151.75","10","9","21","40"
"B","1","[2016-10-09 23:20:00,2016-10-09 23:40:00)","27.85","10","9","23","20"
"B","1","[2016-10-10 00:20:00,2016-10-10 00:40:00)","101.07","10","10","0","20"
"B","1","[2016-10-10 01:00:00,2016-10-10 01:20:00)","525.32","10","10","1","0"
"B","1","[2016-10-10 02:20:00,2016-10-10 02:40:00)","83.56","10","10","2","20"
"B","1","[2016-10-10 03:00:00,2016-10-10 03:20:00)","200.08","10","10","3","0"
"B","1","[2016-10-10 05:00:00,2016-10-10 05:20:00)","89.08","10","10","5","0"
"B","1","[2016-10-10 06:00:00,2016-10-10 06:20:00)","146.12","10","10","6","0"
"B","1","[2016-10-10 06:20:00,2016-10-10 06:40:00)","124.05","10","10","6","20"
"B","1","[2016-10-10 06:40:00,2016-10-10 07:00:00)","142.18","10","10","6","40"
"B","1","[2016-10-10 07:00:00,2016-10-10 07:20:00)","111.88","10","10","7","0"
"B","1","[2016-10-10 07:20:00,2016-10-10 07:40:00)","106.75","10","10","7","20"
"B","1","[2016-10-10 07:40:00,2016-10-10 08:00:00)","103.41","10","10","7","40"
"B","1","[2016-10-10 08:00:00,2016-10-10 08:20:00)","98.6","10","10","8","0"
"B","1","[2016-10-10 08:20:00,2016-10-10 08:40:00)","89.38","10","10","8","20"
"B","1","[2016-10-10 08:40:00,2016-10-10 09:00:00)","100.68","10","10","8","40"
"B","1","[2016-10-10 09:00:00,2016-10-10 09:20:00)","157.29","10","10","9","0"
"B","1","[2016-10-10 09:20:00,2016-10-10 09:40:00)","105.35","10","10","9","20"
"B","1","[2016-10-10 09:40:00,2016-10-10 10:00:00)","127.01","10","10","9","40"
"B","1","[2016-10-10 10:00:00,2016-10-10 10:20:00)","97.8","10","10","10","0"
"B","1","[2016-10-10 10:20:00,2016-10-10 10:40:00)","152.2","10","10","10","20"
"B","1","[2016-10-10 10:40:00,2016-10-10 11:00:00)","128.94","10","10","10","40"
"B","1","[2016-10-10 11:00:00,2016-10-10 11:20:00)","109.18","10","10","11","0"
"B","1","[2016-10-10 11:20:00,2016-10-10 11:40:00)","109.05","10","10","11","20"
"B","1","[2016-10-10 11:40:00,2016-10-10 12:00:00)","93.41","10","10","11","40"
"B","1","[2016-10-10 12:00:00,2016-10-10 12:20:00)","83.23","10","10","12","0"
