"tollgate_id","time_window","direction","volume"
3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",1,152
3,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",1,132
3,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",1,136
3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",1,116
3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",1,95
3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",1,88
3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",1,91
3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",1,75
3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,69
3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,85
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,123
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,137
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,153
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,133
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,138
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,116
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,88
3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,88
3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,93
3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,83
3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,73
3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,71
